Session,Years,SessionStartYear,Name,Party,District,Chamber,GenderCheck,Gender,Home County
General Assembly 12 (1868–1870),(1868–1870),1868,Jefferson P. Casady,Democrat,9,Senate,0,M,Pottawattamie
General Assembly 12 (1868–1870),(1868–1870),1868,Jonathan W. Cattell,Republican,28,Senate,0,M,Polk
General Assembly 12 (1868–1870),(1868–1870),1868,James Chapin,Republican,32,Senate,0,M,Benton
General Assembly 12 (1868–1870),(1868–1870),1868,W. W. Cones,People’s Party,22,Senate,0,M,Scott
General Assembly 12 (1868–1870),(1868–1870),1868,William G. Donnan,Republican,36,Senate,0,M,Buchanan
General Assembly 12 (1868–1870),(1868–1870),1868,Eliab Doud,Republican,2,Senate,0,M,Van Buren
General Assembly 12 (1868–1870),(1868–1870),1868,Lewis B. Dunham,Democrat,29,Senate,0,M,Jackson
General Assembly 12 (1868–1870),(1868–1870),1868,Samuel H. Fairall,Democrat,25,Senate,0,M,Johnson
General Assembly 12 (1868–1870),(1868–1870),1868,Sewall S. Farwell,Republican,30,Senate,0,M,Jones
General Assembly 12 (1868–1870),(1868–1870),1868,Liberty E. Fellows,Democrat,41,Senate,0,M,Allamakee
General Assembly 12 (1868–1870),(1868–1870),1868,George E. Griffith,Republican,20,Senate,0,M,Warren
General Assembly 12 (1868–1870),(1868–1870),1868,Joseph Grimes,Republican,35,Senate,0,M,Delaware
General Assembly 12 (1868–1870),(1868–1870),1868,Augustus H. Hamilton,Republican,13,Senate,0,M,Wapello
General Assembly 12 (1868–1870),(1868–1870),1868,Theodore Hawley,Republican,45,Senate,0,M,Webster
General Assembly 12 (1868–1870),(1868–1870),1868,Nathaniel G. Hedges,Democrat,1,Senate,0,M,Lee
General Assembly 12 (1868–1870),(1868–1870),1868,Joseph Hollman,Democrat,1,Senate,0,M,Lee
General Assembly 12 (1868–1870),(1868–1870),1868,John C. Johnson,Republican,17,Senate,0,M,Keokuk
General Assembly 12 (1868–1870),(1868–1870),1868,Isaac W. Keller,Republican,7,Senate,0,M,Ringgold
General Assembly 12 (1868–1870),(1868–1870),1868,Frederick M. Knoll,Democrat,34,Senate,0,M,Dubuque
General Assembly 12 (1868–1870),(1868–1870),1868,Andrew M. Larimer,Republican,22,Senate,0,M,Scott
General Assembly 12 (1868–1870),(1868–1870),1868,William Larrabee,Republican,38,Senate,0,M,Fayette
General Assembly 12 (1868–1870),(1868–1870),1868,Matthew Long,Republican,26,Senate,0,M,Iowa
General Assembly 12 (1868–1870),(1868–1870),1868,Charles L. Matthies,Republican,10,Senate,0,M,Des Moines
General Assembly 12 (1868–1870),(1868–1870),1868,Thomas McMillan,Republican,19,Senate,0,M,Marion
General Assembly 12 (1868–1870),(1868–1870),1868,John Meyer,Republican,27,Senate,0,M,Jasper
General Assembly 12 (1868–1870),(1868–1870),1868,Isaac J. Mitchell,Republican,44,Senate,0,M,Boone
General Assembly 12 (1868–1870),(1868–1870),1868,Napoleon B. Moore,Republican,8,Senate,0,M,Page
General Assembly 12 (1868–1870),(1868–1870),1868,John R. Needham,Republican,18,Senate,0,M,Mahaska
General Assembly 12 (1868–1870),(1868–1870),1868,Homer E. Newell,Republican,37,Senate,0,M,Clayton
General Assembly 12 (1868–1870),(1868–1870),1868,Addison Oliver,Republican,46,Senate,0,M,Monona
General Assembly 12 (1868–1870),(1868–1870),1868,John A. Parvin,Republican,16,Senate,0,M,Muscatine
General Assembly 12 (1868–1870),(1868–1870),1868,John G. Patterson,Republican,43,Senate,0,M,Floyd
General Assembly 12 (1868–1870),(1868–1870),1868,Abial R. Pierce,Republican,12,Senate,0,M,Jefferson
General Assembly 12 (1868–1870),(1868–1870),1868,James B. Powers,Republican,40,Senate,0,M,Black Hawk
General Assembly 12 (1868–1870),(1868–1870),1868,Joseph R. Reed,Republican,21,Senate,0,M,Dallas
General Assembly 12 (1868–1870),(1868–1870),1868,Wells S. Rice,Republican,33,Senate,0,M,Marshall
General Assembly 12 (1868–1870),(1868–1870),1868,Benjamin B. Richards,Democrat,34,Senate,0,M,Dubuque
General Assembly 12 (1868–1870),(1868–1870),1868,James M. Robertson,Republican,14,Senate,0,M,Louisa
General Assembly 12 (1868–1870),(1868–1870),1868,John H. Smith,Republican,23,Senate,0,M,Clinton
General Assembly 12 (1868–1870),(1868–1870),1868,Robert Smyth,Republican,31,Senate,0,M,Linn
General Assembly 12 (1868–1870),(1868–1870),1868,Henry C. Traverse,Republican,3,Senate,0,M,Davis
General Assembly 12 (1868–1870),(1868–1870),1868,Marcus Tuttle,Republican,39,Senate,0,M,Cerro Gordo
General Assembly 12 (1868–1870),(1868–1870),1868,Madison M. Walden,Republican,4,Senate,0,M,Appanoose
General Assembly 12 (1868–1870),(1868–1870),1868,William P. Wolf,Republican,24,Senate,0,M,Cedar
General Assembly 12 (1868–1870),(1868–1870),1868,Theron W. Woolson,Republican,11,Senate,0,M,Henry
General Assembly 12 (1868–1870),(1868–1870),1868,James D. Wright,Republican,5,Senate,0,M,Lucas
General Assembly 13 (1870–1872),(1870–1872),1870,Benjamin F. Allen,Republican,29,Senate,0,M,Polk
General Assembly 13 (1870–1872),(1870–1872),1870,Charles Atkins,Republican,48,Senate,0,M,Monona
General Assembly 13 (1870–1872),(1870–1872),1870,Charles Beardsley,Republican,10,Senate,0,M,Des Moines
General Assembly 13 (1870–1872),(1870–1872),1870,Granville G. Bennett,Republican,15,Senate,0,M,Washington
General Assembly 13 (1870–1872),(1870–1872),1870,Edward M. Bill,Republican,5,Senate,0,M,Monroe
General Assembly 13 (1870–1872),(1870–1872),1870,Henry C. Bulis,Republican,42,Senate,0,M,Winneshiek
General Assembly 13 (1870–1872),(1870–1872),1870,Frank T. Campbell,Republican,28,Senate,0,M,Jasper
General Assembly 13 (1870–1872),(1870–1872),1870,Jefferson P. Casady,Democrat,9,Senate,0,M,Pottawattamie
General Assembly 13 (1870–1872),(1870–1872),1870,John M. Cathcart,Republican,19,Senate,0,M,Marion
General Assembly 13 (1870–1872),(1870–1872),1870,James Chapin,Republican,33,Senate,0,M,Benton
General Assembly 13 (1870–1872),(1870–1872),1870,Hans R. Claussen,Republican,22,Senate,0,M,Scott
General Assembly 13 (1870–1872),(1870–1872),1870,George W. Couch,Republican,38,Senate,0,M,Black Hawk
General Assembly 13 (1870–1872),(1870–1872),1870,John N. Dixon,Republican,18,Senate,0,M,Mahaska
General Assembly 13 (1870–1872),(1870–1872),1870,William G. Donnan,Republican,37,Senate,0,M,Buchanan
General Assembly 13 (1870–1872),(1870–1872),1870,Lewis B. Dunham,Democrat,30,Senate,0,M,Jackson
General Assembly 13 (1870–1872),(1870–1872),1870,Joseph Dysart,Republican,27,Senate,0,M,Tama
General Assembly 13 (1870–1872),(1870–1872),1870,Samuel H. Fairall,Democrat,25,Senate,0,M,Johnson
General Assembly 13 (1870–1872),(1870–1872),1870,Liberty E. Fellows,Democrat,41,Senate,0,M,Allamakee
General Assembly 13 (1870–1872),(1870–1872),1870,George E. Griffith,Republican,20,Senate,0,M,Warren
General Assembly 13 (1870–1872),(1870–1872),1870,Joseph Grimes,Republican,36,Senate,0,M,Delaware
General Assembly 13 (1870–1872),(1870–1872),1870,Augustus H. Hamilton,Republican,13,Senate,0,M,Wapello
General Assembly 13 (1870–1872),(1870–1872),1870,Joseph W. Havens,Republican,17,Senate,0,M,Keokuk
General Assembly 13 (1870–1872),(1870–1872),1870,Theodore Hawley,Republican,47,Senate,0,M,Webster
General Assembly 13 (1870–1872),(1870–1872),1870,James S. Hurley,Republican,14,Senate,0,M,Louisa
General Assembly 13 (1870–1872),(1870–1872),1870,Alexander B. Ireland,Republican,23,Senate,0,M,Clinton
General Assembly 13 (1870–1872),(1870–1872),1870,Emmons Johnson,Republican,44,Senate,0,M,Bremer
General Assembly 13 (1870–1872),(1870–1872),1870,Isaac W. Keller,Republican,7,Senate,0,M,Ringgold
General Assembly 13 (1870–1872),(1870–1872),1870,Frederick M. Knoll,Democrat,35,Senate,0,M,Dubuque
General Assembly 13 (1870–1872),(1870–1872),1870,William Larrabee,Republican,40,Senate,0,M,Fayette
General Assembly 13 (1870–1872),(1870–1872),1870,Matthew Long,Republican,26,Senate,0,M,Iowa
General Assembly 13 (1870–1872),(1870–1872),1870,Robert Lowry,Republican,22,Senate,0,M,Scott
General Assembly 13 (1870–1872),(1870–1872),1870,Exum S. McCulloch,Democrat,1,Senate,0,M,Lee
General Assembly 13 (1870–1872),(1870–1872),1870,John McKean,Republican,31,Senate,0,M,Jones
General Assembly 13 (1870–1872),(1870–1872),1870,Samuel McNutt,Republican,16,Senate,0,M,Muscatine
General Assembly 13 (1870–1872),(1870–1872),1870,Isaac J. Mitchell,Republican,45,Senate,0,M,Boone
General Assembly 13 (1870–1872),(1870–1872),1870,Napoleon B. Moore,Republican,8,Senate,0,M,Page
General Assembly 13 (1870–1872),(1870–1872),1870,Michael B. Mulkern,Democrat,35,Senate,0,M,Dubuque
General Assembly 13 (1870–1872),(1870–1872),1870,Benjamin F. Murray,Republican,21,Senate,0,M,Madison
General Assembly 13 (1870–1872),(1870–1872),1870,Homer E. Newell,Republican,39,Senate,0,M,Clayton
General Assembly 13 (1870–1872),(1870–1872),1870,John G. Patterson,Republican,43,Senate,0,M,Floyd
General Assembly 13 (1870–1872),(1870–1872),1870,Abial R. Pierce,Republican,12,Senate,0,M,Jefferson
General Assembly 13 (1870–1872),(1870–1872),1870,Wells S. Rice,Republican,34,Senate,0,M,Marshall
General Assembly 13 (1870–1872),(1870–1872),1870,Robert Smyth,Republican,32,Senate,0,M,Linn
General Assembly 13 (1870–1872),(1870–1872),1870,Henry C. Traverse,Republican,3,Senate,0,M,Davis
General Assembly 13 (1870–1872),(1870–1872),1870,Marcus Tuttle,Republican,46,Senate,0,M,Cerro Gordo
General Assembly 13 (1870–1872),(1870–1872),1870,Jacob G. Vale,Republican,2,Senate,0,M,Van Buren
General Assembly 13 (1870–1872),(1870–1872),1870,William F. Vermillion,Republican,4,Senate,0,M,Appanoose
General Assembly 13 (1870–1872),(1870–1872),1870,John P. West,Republican,11,Senate,0,M,Henry
General Assembly 13 (1870–1872),(1870–1872),1870,William P. Wolf,Republican,24,Senate,0,M,Cedar
General Assembly 13 (1870–1872),(1870–1872),1870,James D. Wright,Republican,6,Senate,0,M,Lucas
General Assembly 14 (1872–1874),(1872–1874),1872,Benjamin F. Allen,Republican,29,Senate,0,M,Polk
General Assembly 14 (1872–1874),(1872–1874),1872,Charles Atkins,Republican,48,Senate,0,M,Monona
General Assembly 14 (1872–1874),(1872–1874),1872,Charles Beardsley,Republican,10,Senate,0,M,Des Moines
General Assembly 14 (1872–1874),(1872–1874),1872,George W. Bemis,Republican,37,Senate,0,M,Buchanan
General Assembly 14 (1872–1874),(1872–1874),1872,Albert Boomer,Republican,36,Senate,0,M,Delaware
General Assembly 14 (1872–1874),(1872–1874),1872,John E. Burke,Republican,44,Senate,0,M,Bremer
General Assembly 14 (1872–1874),(1872–1874),1872,Frank T. Campbell,Republican,28,Senate,0,M,Jasper
General Assembly 14 (1872–1874),(1872–1874),1872,John C. Chambers,Republican,24,Senate,0,M,Cedar
General Assembly 14 (1872–1874),(1872–1874),1872,Hans R. Claussen,Republican,22,Senate,0,M,Scott
General Assembly 14 (1872–1874),(1872–1874),1872,Alonzo Converse,Republican,43,Senate,0,M,Butler
General Assembly 14 (1872–1874),(1872–1874),1872,Oliver W. Crary,Republican,39,Senate,0,M,Clayton
General Assembly 14 (1872–1874),(1872–1874),1872,Robert A. Dague,Republican,6,Senate,0,M,Clarke
General Assembly 14 (1872–1874),(1872–1874),1872,Mark A. Dashiell,Republican,20,Senate,0,M,Warren
General Assembly 14 (1872–1874),(1872–1874),1872,Joseph Dysart,Republican,27,Senate,0,M,Tama
General Assembly 14 (1872–1874),(1872–1874),1872,Samuel H. Fairall,Democrat,25,Senate,0,M,Johnson
General Assembly 14 (1872–1874),(1872–1874),1872,William H. Fitch,Republican,47,Senate,0,M,Calhoun
General Assembly 14 (1872–1874),(1872–1874),1872,Edward J. Gault,Democrat,4,Senate,0,M,Appanoose
General Assembly 14 (1872–1874),(1872–1874),1872,Joseph W. Havens,Republican,17,Senate,0,M,Keokuk
General Assembly 14 (1872–1874),(1872–1874),1872,Elisha A. Howland,Republican,46,Senate,0,M,Franklin
General Assembly 14 (1872–1874),(1872–1874),1872,James S. Hurley,Republican,14,Senate,0,M,Louisa
General Assembly 14 (1872–1874),(1872–1874),1872,Alexander B. Ireland,Republican,23,Senate,0,M,Clinton
General Assembly 14 (1872–1874),(1872–1874),1872,Ezekiel B. Kephart,Republican,32,Senate,0,M,Linn
General Assembly 14 (1872–1874),(1872–1874),1872,James P. Ketcham,Republican,26,Senate,0,M,Iowa
General Assembly 14 (1872–1874),(1872–1874),1872,Samuel H. Kinne,Democrat,41,Senate,0,M,Allamakee
General Assembly 14 (1872–1874),(1872–1874),1872,William Larrabee,Republican,40,Senate,0,M,Fayette
General Assembly 14 (1872–1874),(1872–1874),1872,John H. Leavitt,Republican,38,Senate,0,M,Black Hawk
General Assembly 14 (1872–1874),(1872–1874),1872,George W. Lovell,Republican,31,Senate,0,M,Jones
General Assembly 14 (1872–1874),(1872–1874),1872,Robert Lowry,Republican,22,Senate,0,M,Scott
General Assembly 14 (1872–1874),(1872–1874),1872,George M. Maxwell,Republican,45,Senate,0,M,Story
General Assembly 14 (1872–1874),(1872–1874),1872,Moses A. McCoid,Republican,12,Senate,0,M,Jefferson
General Assembly 14 (1872–1874),(1872–1874),1872,John L. McCormack,Democrat,19,Senate,0,M,Marion
General Assembly 14 (1872–1874),(1872–1874),1872,Exum S. McCulloch,Democrat,1,Senate,0,M,Lee
General Assembly 14 (1872–1874),(1872–1874),1872,James S. McIntyre,Republican,8,Senate,0,M,Page
General Assembly 14 (1872–1874),(1872–1874),1872,John McKean,Republican,31,Senate,0,M,Jones
General Assembly 14 (1872–1874),(1872–1874),1872,Samuel McNutt,Republican,16,Senate,0,M,Muscatine
General Assembly 14 (1872–1874),(1872–1874),1872,Joseph H. Merrill,Republican,13,Senate,0,M,Wapello
General Assembly 14 (1872–1874),(1872–1874),1872,Joseph D. Miles,Republican,15,Senate,0,M,Washington
General Assembly 14 (1872–1874),(1872–1874),1872,Benjamin F. Murray,Republican,21,Senate,0,M,Madison
General Assembly 14 (1872–1874),(1872–1874),1872,Martin Read,Republican,5,Senate,0,M,Wayne
General Assembly 14 (1872–1874),(1872–1874),1872,Benjamin B. Richards,Democrat,35,Senate,0,M,Dubuque
General Assembly 14 (1872–1874),(1872–1874),1872,John N. W. Rumple,Republican,26,Senate,0,M,Iowa
General Assembly 14 (1872–1874),(1872–1874),1872,John J. Russell,Republican,49,Senate,0,M,Greene
General Assembly 14 (1872–1874),(1872–1874),1872,John Shane,Republican,33,Senate,0,M,Benton
General Assembly 14 (1872–1874),(1872–1874),1872,Elisha T. Smith,Republican,7,Senate,0,M,Taylor
General Assembly 14 (1872–1874),(1872–1874),1872,John Y. Stone,Republican,9,Senate,0,M,Mills
General Assembly 14 (1872–1874),(1872–1874),1872,Lewis W. Stuart,Democrat,30,Senate,0,M,Jackson
General Assembly 14 (1872–1874),(1872–1874),1872,Robert H. Taylor,Republican,34,Senate,0,M,Marshall
General Assembly 14 (1872–1874),(1872–1874),1872,Jacob G. Vale,Republican,2,Senate,0,M,Van Buren
General Assembly 14 (1872–1874),(1872–1874),1872,John P. West,Republican,11,Senate,0,M,Henry
General Assembly 14 (1872–1874),(1872–1874),1872,George R. Willett,Republican,42,Senate,0,M,Winneshiek
General Assembly 14 (1872–1874),(1872–1874),1872,Horatio A. Wonn,Democrat,3,Senate,0,M,Davis
General Assembly 14 (1872–1874),(1872–1874),1872,James A. Young,Republican,18,Senate,0,M,Mahaska
General Assembly 15 (1874–1876),(1874–1876),1874,Hiram Bailey,Republican,48,Senate,0,M,Chickasaw
General Assembly 15 (1874–1876),(1874–1876),1874,George W. Bemis,Republican,37,Senate,0,M,Buchanan
General Assembly 15 (1874–1876),(1874–1876),1874,Albert Boomer,Republican,36,Senate,0,M,Delaware
General Assembly 15 (1874–1876),(1874–1876),1874,Frank T. Campbell,Republican,27,Senate,0,M,Jasper
General Assembly 15 (1874–1876),(1874–1876),1874,John C. Chambers,Republican,24,Senate,0,M,Cedar
General Assembly 15 (1874–1876),(1874–1876),1874,John Conaway,Republican,38,Senate,0,M,Poweshiek
General Assembly 15 (1874–1876),(1874–1876),1874,Alonzo Converse,Republican,43,Senate,0,M,Butler
General Assembly 15 (1874–1876),(1874–1876),1874,Dennis N. Cooley,Republican,35,Senate,0,M,Dubuque
General Assembly 15 (1874–1876),(1874–1876),1874,Oliver W. Crary,Republican,39,Senate,0,M,Clayton
General Assembly 15 (1874–1876),(1874–1876),1874,Robert A. Dague,Republican,6,Senate,0,M,Clarke
General Assembly 15 (1874–1876),(1874–1876),1874,Mark A. Dashiell,Republican,20,Senate,0,M,Warren
General Assembly 15 (1874–1876),(1874–1876),1874,Samuel H. Fairall,Democrat,25,Senate,0,M,Johnson
General Assembly 15 (1874–1876),(1874–1876),1874,William H. Fitch,Republican,47,Senate,0,M,Calhoun
General Assembly 15 (1874–1876),(1874–1876),1874,Edward J. Gault,Democrat,4,Senate,0,M,Appanoose
General Assembly 15 (1874–1876),(1874–1876),1874,Elisha A. Howland,Republican,46,Senate,0,M,Franklin
General Assembly 15 (1874–1876),(1874–1876),1874,Elias Jessup,Republican,29,Senate,0,M,Hardin
General Assembly 15 (1874–1876),(1874–1876),1874,Ezekiel B. Kephart,Republican,32,Senate,0,M,Linn
General Assembly 15 (1874–1876),(1874–1876),1874,Samuel H. Kinne,Democrat,41,Senate,0,M,Allamakee
General Assembly 15 (1874–1876),(1874–1876),1874,William Larrabee,Republican,40,Senate,0,M,Fayette
General Assembly 15 (1874–1876),(1874–1876),1874,George W. Lovell,Anti-Monopoly,31,Senate,0,M,Jones
General Assembly 15 (1874–1876),(1874–1876),1874,George M. Maxwell,Republican,45,Senate,0,M,Story
General Assembly 15 (1874–1876),(1874–1876),1874,Moses A. McCoid,Republican,12,Senate,0,M,Jefferson
General Assembly 15 (1874–1876),(1874–1876),1874,John L. McCormack,Democrat,19,Senate,0,M,Marion
General Assembly 15 (1874–1876),(1874–1876),1874,James S. McIntyre,Republican,8,Senate,0,M,Page
General Assembly 15 (1874–1876),(1874–1876),1874,Nathaniel A. Merrell,Democrat,23,Senate,0,M,Clinton
General Assembly 15 (1874–1876),(1874–1876),1874,Joseph H. Merrill,Republican,13,Senate,0,M,Wapello
General Assembly 15 (1874–1876),(1874–1876),1874,Joseph D. Miles,Republican,15,Senate,0,M,Washington
General Assembly 15 (1874–1876),(1874–1876),1874,Edward G. Miller,Republican,44,Senate,0,M,Black Hawk
General Assembly 15 (1874–1876),(1874–1876),1874,Thomas Mitchell,Republican,28,Senate,0,M,Polk
General Assembly 15 (1874–1876),(1874–1876),1874,Jeremiah H. Murphy,Democrat,22,Senate,0,M,Scott
General Assembly 15 (1874–1876),(1874–1876),1874,Hosea N. Newton,Anti-Monopoly,14,Senate,0,M,Keokuk
General Assembly 15 (1874–1876),(1874–1876),1874,James B. Pease,Anti-Monopoly,2,Senate,0,M,Van Buren
General Assembly 15 (1874–1876),(1874–1876),1874,George D. Perkins,Republican,50,Senate,0,M,Woodbury
General Assembly 15 (1874–1876),(1874–1876),1874,Henry W. Rothert,Republican,1,Senate,0,M,Lee
General Assembly 15 (1874–1876),(1874–1876),1874,John N. W. Rumple,Republican,26,Senate,0,M,Iowa
General Assembly 15 (1874–1876),(1874–1876),1874,John J. Russell,Republican,49,Senate,0,M,Greene
General Assembly 15 (1874–1876),(1874–1876),1874,Lloyd Selby,Democrat,5,Senate,0,M,Wayne
General Assembly 15 (1874–1876),(1874–1876),1874,John Shane,Republican,33,Senate,0,M,Benton
General Assembly 15 (1874–1876),(1874–1876),1874,Elisha T. Smith,Republican,7,Senate,0,M,Taylor
General Assembly 15 (1874–1876),(1874–1876),1874,John Y. Stone,Republican,9,Senate,0,M,Mills
General Assembly 15 (1874–1876),(1874–1876),1874,Lewis W. Stuart,Democrat,30,Senate,0,M,Jackson
General Assembly 15 (1874–1876),(1874–1876),1874,Robert H. Taylor,Republican,34,Senate,0,M,Marshall
General Assembly 15 (1874–1876),(1874–1876),1874,Henry Thornburg,Democrat,16,Senate,0,M,Dallas
General Assembly 15 (1874–1876),(1874–1876),1874,John P. West,Republican,11,Senate,0,M,Henry
General Assembly 15 (1874–1876),(1874–1876),1874,George R. Willett,Republican,42,Senate,0,M,Winneshiek
General Assembly 15 (1874–1876),(1874–1876),1874,John W. Williams,Republican,10,Senate,0,M,Des Moines
General Assembly 15 (1874–1876),(1874–1876),1874,Horatio A. Wonn,Democrat,3,Senate,0,M,Davis
General Assembly 15 (1874–1876),(1874–1876),1874,Gilbert H. Wood,Anti-Monopoly,21,Senate,0,M,Muscatine
General Assembly 15 (1874–1876),(1874–1876),1874,James A. Young,Republican,18,Senate,0,M,Mahaska
General Assembly 15 (1874–1876),(1874–1876),1874,Lafayette Young,Republican,17,Senate,0,M,Cass
General Assembly 16 (1876–1878),(1876–1878),1876,Delos Arnold,Republican,34,Senate,0,M,Marshall
General Assembly 16 (1876–1878),(1876–1878),1876,Hiram Bailey,Republican,48,Senate,0,M,Chickasaw
General Assembly 16 (1876–1878),(1876–1878),1876,Samuel L. Bestow,Republican,6,Senate,0,M,Lucas
General Assembly 16 (1876–1878),(1876–1878),1876,Frank T. Campbell,Republican,27,Senate,0,M,Jasper
General Assembly 16 (1876–1878),(1876–1878),1876,Henry C. Carr,Republican,24,Senate,0,M,Cedar
General Assembly 16 (1876–1878),(1876–1878),1876,Ezekiel Clark,Republican,25,Senate,0,M,Johnson
General Assembly 16 (1876–1878),(1876–1878),1876,John Conaway,Republican,38,Senate,0,M,Poweshiek
General Assembly 16 (1876–1878),(1876–1878),1876,Dennis N. Cooley,Republican,35,Senate,0,M,Dubuque
General Assembly 16 (1876–1878),(1876–1878),1876,Henry L. Dashiell,Republican,5,Senate,0,M,Monroe
General Assembly 16 (1876–1878),(1876–1878),1876,Stephen L. Dows,Republican,32,Senate,0,M,Linn
General Assembly 16 (1876–1878),(1876–1878),1876,Lemuel Dwelle,Republican,46,Senate,0,M,Worth
General Assembly 16 (1876–1878),(1876–1878),1876,William H. Gallup,Republican,45,Senate,0,M,Story
General Assembly 16 (1876–1878),(1876–1878),1876,Thomas R. Gilmore,Republican,18,Senate,0,M,Mahaska
General Assembly 16 (1876–1878),(1876–1878),1876,William Graham,Republican,20,Senate,0,M,Warren
General Assembly 16 (1876–1878),(1876–1878),1876,Merritt W. Harmon,Republican,37,Senate,0,M,Buchanan
General Assembly 16 (1876–1878),(1876–1878),1876,Elden J. Hartshorn,Republican,47,Senate,0,M,Palo Alto
General Assembly 16 (1876–1878),(1876–1878),1876,Alfred Hebard,Republican,8,Senate,0,M,Montgomery
General Assembly 16 (1876–1878),(1876–1878),1876,Lewis G. Hersey,Republican,36,Senate,0,M,Delaware
General Assembly 16 (1876–1878),(1876–1878),1876,Arad Hitchcock,Republican,43,Senate,0,M,Mitchell
General Assembly 16 (1876–1878),(1876–1878),1876,Elias Jessup,Republican,29,Senate,0,M,Hardin
General Assembly 16 (1876–1878),(1876–1878),1876,Samuel H. Kinne,Democrat,41,Senate,0,M,Allamakee
General Assembly 16 (1876–1878),(1876–1878),1876,William Larrabee,Republican,40,Senate,0,M,Fayette
General Assembly 16 (1876–1878),(1876–1878),1876,George W. Lovell,Democrat,31,Senate,0,M,Jones
General Assembly 16 (1876–1878),(1876–1878),1876,William A. Maginnis,Democrat,30,Senate,0,M,Jackson
General Assembly 16 (1876–1878),(1876–1878),1876,Moses A. McCoid,Republican,12,Senate,0,M,Jefferson
General Assembly 16 (1876–1878),(1876–1878),1876,John L. McCormack,Democrat,19,Senate,0,M,Marion
General Assembly 16 (1876–1878),(1876–1878),1876,Nathaniel A. Merrell,Democrat,23,Senate,0,M,Clinton
General Assembly 16 (1876–1878),(1876–1878),1876,Joseph H. Merrill,Republican,13,Senate,0,M,Wapello
General Assembly 16 (1876–1878),(1876–1878),1876,Edward G. Miller,Republican,44,Senate,0,M,Black Hawk
General Assembly 16 (1876–1878),(1876–1878),1876,Joshua Miller,Republican,4,Senate,0,M,Appanoose
General Assembly 16 (1876–1878),(1876–1878),1876,Thomas Mitchell,Republican,28,Senate,0,M,Polk
General Assembly 16 (1876–1878),(1876–1878),1876,Jeremiah H. Murphy,Democrat,22,Senate,0,M,Scott
General Assembly 16 (1876–1878),(1876–1878),1876,Hosea N. Newton,Republican,14,Senate,0,M,Keokuk
General Assembly 16 (1876–1878),(1876–1878),1876,Samuel D. Nichols,Republican,49,Senate,0,M,Guthrie
General Assembly 16 (1876–1878),(1876–1878),1876,James B. Pease,Democrat,2,Senate,0,M,Van Buren
General Assembly 16 (1876–1878),(1876–1878),1876,George D. Perkins,Republican,50,Senate,0,M,Woodbury
General Assembly 16 (1876–1878),(1876–1878),1876,Henry W. Rothert,Republican,1,Senate,0,M,Lee
General Assembly 16 (1876–1878),(1876–1878),1876,John N. W. Rumple,Republican,26,Senate,0,M,Iowa
General Assembly 16 (1876–1878),(1876–1878),1876,John Shane,Republican,33,Senate,0,M,Benton
General Assembly 16 (1876–1878),(1876–1878),1876,John T. Stoneman,Democrat,39,Senate,0,M,Clayton
General Assembly 16 (1876–1878),(1876–1878),1876,Frederick J. Teale,Republican,7,Senate,0,M,Decatur
General Assembly 16 (1876–1878),(1876–1878),1876,Henry Thornburg,Republican,16,Senate,0,M,Dallas
General Assembly 16 (1876–1878),(1876–1878),1876,George R. Willett,Republican,42,Senate,0,M,Winneshiek
General Assembly 16 (1876–1878),(1876–1878),1876,John W. Williams,Republican,10,Senate,0,M,Des Moines
General Assembly 16 (1876–1878),(1876–1878),1876,William Wilson,Democrat,15,Senate,0,M,Washington
General Assembly 16 (1876–1878),(1876–1878),1876,Horatio A. Wonn,Democrat,3,Senate,0,M,Davis
General Assembly 16 (1876–1878),(1876–1878),1876,Gilbert H. Wood,Republican,21,Senate,0,M,Muscatine
General Assembly 16 (1876–1878),(1876–1878),1876,John S. Woolson,Republican,11,Senate,0,M,Henry
General Assembly 16 (1876–1878),(1876–1878),1876,George F. Wright,Republican,9,Senate,0,M,Pottawattamie
General Assembly 16 (1876–1878),(1876–1878),1876,Lafayette Young,Republican,17,Senate,0,M,Cass
General Assembly 17 (1878–1880),(1878–1880),1878,Delos Arnold,Republican,32,Senate,0,M,Marshall
General Assembly 17 (1878–1880),(1878–1880),1878,Samuel L. Bestow,Republican,5,Senate,0,M,Lucas
General Assembly 17 (1878–1880),(1878–1880),1878,William W. Blackman,Republican,46,Senate,0,M,Mitchell
General Assembly 17 (1878–1880),(1878–1880),1878,Charles E. Bronson,Democrat,36,Senate,0,M,Delaware
General Assembly 17 (1878–1880),(1878–1880),1878,Henry C. Carr,Republican,23,Senate,0,M,Cedar
General Assembly 17 (1878–1880),(1878–1880),1878,Daniel D. Chase,Republican,37,Senate,0,M,Hamilton
General Assembly 17 (1878–1880),(1878–1880),1878,Ezekiel Clark,Republican,25,Senate,0,M,Johnson
General Assembly 17 (1878–1880),(1878–1880),1878,Henry L. Dashiell,Republican,4,Senate,0,M,Monroe
General Assembly 17 (1878–1880),(1878–1880),1878,Stephen L. Dows,Republican,27,Senate,0,M,Linn
General Assembly 17 (1878–1880),(1878–1880),1878,Lemuel Dwelle,Republican,47,Senate,0,M,Worth
General Assembly 17 (1878–1880),(1878–1880),1878,Augustin W. Ford,Republican,34,Senate,0,M,Harrison
General Assembly 17 (1878–1880),(1878–1880),1878,William A. Foster,Republican,21,Senate,0,M,Scott
General Assembly 17 (1878–1880),(1878–1880),1878,William H. Gallup,Republican,33,Senate,0,M,Story
