Session,Years,SessionStartYear,Name,Party,District,Chamber,GenderCheck,Gender,Home County
Legislative Assembly 1 (1838–1839),(1838–1839),1838,Jesse B. Browne,Whig,2,Senate,0,M,Lee
Legislative Assembly 1 (1838–1839),(1838–1839),1838,James M. Clark,Whig,5,Senate,0,M,Louisa
Legislative Assembly 1 (1838–1839),(1838–1839),1838,Stephen Hempstead,Democrat,8,Senate,0,M,Dubuque
Legislative Assembly 1 (1838–1839),(1838–1839),1838,George Hepner,Democrat,1,Senate,0,M,Des Moines
Legislative Assembly 1 (1838–1839),(1838–1839),1838,Lawson B. Hughes,Whig,3,Senate,0,M,Henry
Legislative Assembly 1 (1838–1839),(1838–1839),1838,Arthur Inghram,Democrat,1,Senate,0,M,Des Moines
Legislative Assembly 1 (1838–1839),(1838–1839),1838,Isham Keith,Whig,4,Senate,0,M,Van Buren
Legislative Assembly 1 (1838–1839),(1838–1839),1838,Warner Lewis,Democrat,8,Senate,0,M,Dubuque
Legislative Assembly 1 (1838–1839),(1838–1839),1838,Jonathan W. Parker,Democrat,7,Senate,0,M,Scott
Legislative Assembly 1 (1838–1839),(1838–1839),1838,Jesse D. Payne,Whig,3,Senate,0,M,Henry
Legislative Assembly 1 (1838–1839),(1838–1839),1838,Robert Ralston,Democrat,1,Senate,0,M,Des Moines
Legislative Assembly 1 (1838–1839),(1838–1839),1838,E. A. M. Swazy,Democrat,4,Senate,0,M,Van Buren
Legislative Assembly 1 (1838–1839),(1838–1839),1838,Charles Whittlesey,Whig,6,Senate,0,M,Cedar
Legislative Assembly 2 (1839–1840),(1839–1840),1839,Jesse B. Browne,Whig,2,Senate,0,M,Lee
Legislative Assembly 2 (1839–1840),(1839–1840),1839,James M. Clark,Whig,5,Senate,0,M,Louisa
Legislative Assembly 2 (1839–1840),(1839–1840),1839,Stephen Hempstead,Democrat,8,Senate,0,M,Dubuque
Legislative Assembly 2 (1839–1840),(1839–1840),1839,George Hepner,Democrat,1,Senate,0,M,Des Moines
Legislative Assembly 2 (1839–1840),(1839–1840),1839,Lawson B. Hughes,Whig,3,Senate,0,M,Henry
Legislative Assembly 2 (1839–1840),(1839–1840),1839,Arthur Inghram,Democrat,1,Senate,0,M,Des Moines
Legislative Assembly 2 (1839–1840),(1839–1840),1839,Isham Keith,Whig,4,Senate,0,M,Van Buren
Legislative Assembly 2 (1839–1840),(1839–1840),1839,Warner Lewis,Democrat,8,Senate,0,M,Dubuque
Legislative Assembly 2 (1839–1840),(1839–1840),1839,Jonathan W. Parker,Democrat,7,Senate,0,M,Scott
Legislative Assembly 2 (1839–1840),(1839–1840),1839,Jesse D. Payne,Whig,3,Senate,0,M,Henry
Legislative Assembly 2 (1839–1840),(1839–1840),1839,Robert Ralston,Democrat,1,Senate,0,M,Des Moines
Legislative Assembly 2 (1839–1840),(1839–1840),1839,E. A. M. Swazy,Democrat,4,Senate,0,M,Van Buren
Legislative Assembly 2 (1839–1840),(1839–1840),1839,Charles Whittlesey,Whig,6,Senate,0,M,Cedar
Legislative Assembly 3 (1840–1841),(1840–1841),1840,Gideon S. Bailey,Democrat,2,Senate,0,M,Van Buren
Legislative Assembly 3 (1840–1841),(1840–1841),1840,Mortimer M. Bainbridge,Whig,10,Senate,0,M,Dubuque
Legislative Assembly 3 (1840–1841),(1840–1841),1840,Jesse B. Browne,Whig,1,Senate,0,M,Lee
Legislative Assembly 3 (1840–1841),(1840–1841),1840,William G. Coop,Democrat,5,Senate,0,M,Jefferson
Legislative Assembly 3 (1840–1841),(1840–1841),1840,George Greene,Democrat,8,Senate,0,M,Linn
Legislative Assembly 3 (1840–1841),(1840–1841),1840,James Hall,Democrat,2,Senate,0,M,Van Buren
Legislative Assembly 3 (1840–1841),(1840–1841),1840,Serranus C. Hastings,Democrat,7,Senate,0,M,Muscatine
Legislative Assembly 3 (1840–1841),(1840–1841),1840,Joseph C. Hawkins,Whig,3,Senate,0,M,Des Moines
Legislative Assembly 3 (1840–1841),(1840–1841),1840,Edward Johnstone,Democrat,1,Senate,0,M,Lee
Legislative Assembly 3 (1840–1841),(1840–1841),1840,Joseph S. Kirkpatrick,Whig,10,Senate,0,M,Jackson
Legislative Assembly 3 (1840–1841),(1840–1841),1840,Jonathan W. Parker,Democrat,9,Senate,0,M,Scott
Legislative Assembly 3 (1840–1841),(1840–1841),1840,Francis Springer,Whig,6,Senate,0,M,Louisa
Legislative Assembly 3 (1840–1841),(1840–1841),1840,William H. Wallace,Whig,4,Senate,0,M,Henry
Legislative Assembly 4 (1841–1842),(1841–1842),1841,Gideon S. Bailey,Democrat,2,Senate,0,M,Van Buren
Legislative Assembly 4 (1841–1842),(1841–1842),1841,Mortimer M. Bainbridge,Whig,10,Senate,0,M,Dubuque
Legislative Assembly 4 (1841–1842),(1841–1842),1841,Jesse B. Browne,Whig,1,Senate,0,M,Lee
Legislative Assembly 4 (1841–1842),(1841–1842),1841,William G. Coop,Democrat,5,Senate,0,M,Jefferson
Legislative Assembly 4 (1841–1842),(1841–1842),1841,George Greene,Democrat,8,Senate,0,M,Linn
Legislative Assembly 4 (1841–1842),(1841–1842),1841,James Hall,Democrat,2,Senate,0,M,Van Buren
Legislative Assembly 4 (1841–1842),(1841–1842),1841,Serranus C. Hastings,Democrat,7,Senate,0,M,Muscatine
Legislative Assembly 4 (1841–1842),(1841–1842),1841,Edward Johnstone,Democrat,1,Senate,0,M,Lee
Legislative Assembly 4 (1841–1842),(1841–1842),1841,Joseph S. Kirkpatrick,Whig,10,Senate,0,M,Jackson
Legislative Assembly 4 (1841–1842),(1841–1842),1841,Shepherd Leffler,Democrat,3,Senate,0,M,Des Moines
Legislative Assembly 4 (1841–1842),(1841–1842),1841,Jonathan W. Parker,Democrat,9,Senate,0,M,Scott
Legislative Assembly 4 (1841–1842),(1841–1842),1841,Francis Springer,Whig,6,Senate,0,M,Louisa
Legislative Assembly 4 (1841–1842),(1841–1842),1841,William H. Wallace,Whig,4,Senate,0,M,Henry
Legislative Assembly 5 (1842–1843),(1842–1843),1842,Robert Christie,Whig,9,Senate,0,M,Scott
Legislative Assembly 5 (1842–1843),(1842–1843),1842,John P. Cook,Whig,8,Senate,0,M,Cedar
Legislative Assembly 5 (1842–1843),(1842–1843),1842,Thomas Cox,Democrat,10,Senate,0,M,Jackson
Legislative Assembly 5 (1842–1843),(1842–1843),1842,John D. Elbert,Whig,2,Senate,0,M,Van Buren
Legislative Assembly 5 (1842–1843),(1842–1843),1842,Francis Gehon,Democrat,10,Senate,0,M,Dubuque
Legislative Assembly 5 (1842–1843),(1842–1843),1842,Pleasant Harris,Democrat,7,Senate,0,M,Johnson
Legislative Assembly 5 (1842–1843),(1842–1843),1842,James H. Jenkins,Democrat,2,Senate,0,M,Van Buren
Legislative Assembly 5 (1842–1843),(1842–1843),1842,Shepherd Leffler,Democrat,3,Senate,0,M,Des Moines
Legislative Assembly 5 (1842–1843),(1842–1843),1842,Robert M. G. Patterson,Whig,1,Senate,0,M,Lee
Legislative Assembly 5 (1842–1843),(1842–1843),1842,William Patterson,Democrat,1,Senate,0,M,Lee
Legislative Assembly 5 (1842–1843),(1842–1843),1842,Francis Springer,Whig,6,Senate,0,M,Louisa
Legislative Assembly 5 (1842–1843),(1842–1843),1842,Joseph B. Teas,Democrat,5,Senate,0,M,Jefferson
Legislative Assembly 5 (1842–1843),(1842–1843),1842,William H. Wallace,Whig,4,Senate,0,M,Henry
Legislative Assembly 6 (1843–1845),(1843–1845),1843,Robert Christie,Whig,9,Senate,0,M,Scott
Legislative Assembly 6 (1843–1845),(1843–1845),1843,John P. Cook,Whig,8,Senate,0,M,Cedar
Legislative Assembly 6 (1843–1845),(1843–1845),1843,Thomas Cox,Democrat,10,Senate,0,M,Jackson
Legislative Assembly 6 (1843–1845),(1843–1845),1843,John D. Elbert,Whig,2,Senate,0,M,Van Buren
Legislative Assembly 6 (1843–1845),(1843–1845),1843,Francis Gehon,Democrat,10,Senate,0,M,Dubuque
Legislative Assembly 6 (1843–1845),(1843–1845),1843,Pleasant Harris,Democrat,7,Senate,0,M,Johnson
Legislative Assembly 6 (1843–1845),(1843–1845),1843,James H. Jenkins,Democrat,2,Senate,0,M,Van Buren
Legislative Assembly 6 (1843–1845),(1843–1845),1843,Shepherd Leffler,Democrat,3,Senate,0,M,Des Moines
Legislative Assembly 6 (1843–1845),(1843–1845),1843,Robert M. G. Patterson,Whig,1,Senate,0,M,Lee
Legislative Assembly 6 (1843–1845),(1843–1845),1843,William Patterson,Democrat,1,Senate,0,M,Lee
Legislative Assembly 6 (1843–1845),(1843–1845),1843,Francis Springer,Whig,6,Senate,0,M,Louisa
Legislative Assembly 6 (1843–1845),(1843–1845),1843,Joseph B. Teas,Democrat,5,Senate,0,M,Jefferson
Legislative Assembly 6 (1843–1845),(1843–1845),1843,William H. Wallace,Whig,4,Senate,0,M,Henry
Legislative Assembly 7 (1845–1845),(1845–1845),1845,William Abbe,Democrat,8,Senate,0,M,Linn
Legislative Assembly 7 (1845–1845),(1845–1845),1845,Philip B. Bradley,Democrat,10,Senate,0,M,Jackson
Legislative Assembly 7 (1845–1845),(1845–1845),1845,Paul Brattain,Democrat,2,Senate,0,M,Van Buren
Legislative Assembly 7 (1845–1845),(1845–1845),1845,James Brierly,Democrat,1,Senate,0,M,Lee
Legislative Assembly 7 (1845–1845),(1845–1845),1845,William G. Coop,Democrat,5,Senate,0,M,Jefferson
Legislative Assembly 7 (1845–1845),(1845–1845),1845,Serranus C. Hastings,Democrat,7,Senate,0,M,Muscatine
Legislative Assembly 7 (1845–1845),(1845–1845),1845,Stephen Hempstead,Democrat,10,Senate,0,M,Dubuque
Legislative Assembly 7 (1845–1845),(1845–1845),1845,Shepherd Leffler,Democrat,3,Senate,0,M,Des Moines
Legislative Assembly 7 (1845–1845),(1845–1845),1845,Enoch Ross,Whig,6,Senate,0,M,Washington
Legislative Assembly 7 (1845–1845),(1845–1845),1845,Henry M. Shelby,Democrat,2,Senate,0,M,Van Buren
Legislative Assembly 7 (1845–1845),(1845–1845),1845,John Stephenson,Whig,4,Senate,0,M,Henry
Legislative Assembly 7 (1845–1845),(1845–1845),1845,Laurel Summers,Democrat,9,Senate,0,M,Scott
Legislative Assembly 7 (1845–1845),(1845–1845),1845,John Thompson,Democrat,1,Senate,0,M,Lee
Legislative Assembly 8 (1845–1846),(1845–1846),1845,William Abbe,Democrat,8,Senate,0,M,Linn
Legislative Assembly 8 (1845–1846),(1845–1846),1845,Philip B. Bradley,Democrat,10,Senate,0,M,Jackson
Legislative Assembly 8 (1845–1846),(1845–1846),1845,Paul Brattain,Democrat,2,Senate,0,M,Van Buren
Legislative Assembly 8 (1845–1846),(1845–1846),1845,James Brierly,Democrat,1,Senate,0,M,Lee
Legislative Assembly 8 (1845–1846),(1845–1846),1845,William G. Coop,Democrat,5,Senate,0,M,Jefferson
Legislative Assembly 8 (1845–1846),(1845–1846),1845,Serranus C. Hastings,Democrat,7,Senate,0,M,Muscatine
Legislative Assembly 8 (1845–1846),(1845–1846),1845,Stephen Hempstead,Democrat,10,Senate,0,M,Dubuque
Legislative Assembly 8 (1845–1846),(1845–1846),1845,Shepherd Leffler,Democrat,3,Senate,0,M,Des Moines
Legislative Assembly 8 (1845–1846),(1845–1846),1845,Enoch Ross,Whig,6,Senate,0,M,Washington
Legislative Assembly 8 (1845–1846),(1845–1846),1845,Henry M. Shelby,Democrat,2,Senate,0,M,Van Buren
Legislative Assembly 8 (1845–1846),(1845–1846),1845,John Stephenson,Whig,4,Senate,0,M,Henry
Legislative Assembly 8 (1845–1846),(1845–1846),1845,Laurel Summers,Democrat,9,Senate,0,M,Scott
Legislative Assembly 8 (1845–1846),(1845–1846),1845,John Thompson,Democrat,1,Senate,0,M,Lee
General Assembly 1 (1846–1848),(1846–1848),1846,Thomas Baker,Democrat,5,Senate,0,M,Polk
General Assembly 1 (1846–1848),(1846–1848),1846,Thomas H. Benton Jr.,Democrat,15,Senate,0,M,Dubuque
General Assembly 1 (1846–1848),(1846–1848),1846,Samuel A. Bissell,Democrat,13,Senate,0,M,Cedar
General Assembly 1 (1846–1848),(1846–1848),1846,Philip B. Bradley,Democrat,14,Senate,0,M,Jackson
General Assembly 1 (1846–1848),(1846–1848),1846,Robert Brown,Democrat,8,Senate,0,M,Jefferson
General Assembly 1 (1846–1848),(1846–1848),1846,Milton D. Browning,Whig,6,Senate,0,M,Des Moines
General Assembly 1 (1846–1848),(1846–1848),1846,Theophilus Crawford,Democrat,15,Senate,0,M,Dubuque
General Assembly 1 (1846–1848),(1846–1848),1846,James Davis,Whig,4,Senate,0,M,Wapello
General Assembly 1 (1846–1848),(1846–1848),1846,Samuel Fullenwider,Whig,6,Senate,0,M,Des Moines
General Assembly 1 (1846–1848),(1846–1848),1846,Richard R. Harbour,Democrat,10,Senate,0,M,Mahaska
General Assembly 1 (1846–1848),(1846–1848),1846,John Howell,Democrat,8,Senate,0,M,Jefferson
General Assembly 1 (1846–1848),(1846–1848),1846,Thomas Hughes,Democrat,11,Senate,0,M,Johnson
General Assembly 1 (1846–1848),(1846–1848),1846,Jacob Huner,Democrat,1,Senate,0,M,Lee
General Assembly 1 (1846–1848),(1846–1848),1846,Evan Jay,Whig,7,Senate,0,M,Henry
General Assembly 1 (1846–1848),(1846–1848),1846,John F. Sanford,Whig,2,Senate,0,M,Van Buren
General Assembly 1 (1846–1848),(1846–1848),1846,John J. Selman,Democrat,3,Senate,0,M,Davis
General Assembly 1 (1846–1848),(1846–1848),1846,Francis Springer,Whig,9,Senate,0,M,Louisa
General Assembly 1 (1846–1848),(1846–1848),1846,James Sprott,Whig,1,Senate,0,M,Lee
General Assembly 1 (1846–1848),(1846–1848),1846,Loring Wheeler,Whig,12,Senate,0,M,Clinton
General Assembly 1 (1846–1848),(1846–1848),1846,John M. Whitaker,Democrat,2,Senate,0,M,Van Buren
General Assembly 2 (1848–1850),(1848–1850),1848,Freeman Alger,Democrat,11,Senate,0,M,Muscatine
General Assembly 2 (1848–1850),(1848–1850),1848,Philip B. Bradley,Democrat,14,Senate,0,M,Jackson
General Assembly 2 (1848–1850),(1848–1850),1848,Milton D. Browning,Whig,6,Senate,0,M,Des Moines
General Assembly 2 (1848–1850),(1848–1850),1848,Phineas M. Casady,Democrat,5,Senate,0,M,Polk
General Assembly 2 (1848–1850),(1848–1850),1848,John P. Cook,Whig,13,Senate,0,M,Cedar
General Assembly 2 (1848–1850),(1848–1850),1848,Theophilus Crawford,Democrat,15,Senate,0,M,Dubuque
General Assembly 2 (1848–1850),(1848–1850),1848,Thomas S. Espy,Democrat,1,Senate,0,M,Lee
General Assembly 2 (1848–1850),(1848–1850),1848,Alfred S. Fear,Democrat,6,Senate,0,M,Des Moines
General Assembly 2 (1848–1850),(1848–1850),1848,Richard R. Harbour,Democrat,10,Senate,0,M,Mahaska
General Assembly 2 (1848–1850),(1848–1850),1848,John Howell,Democrat,8,Senate,0,M,Jefferson
General Assembly 2 (1848–1850),(1848–1850),1848,Evan Jay,Whig,7,Senate,0,M,Henry
General Assembly 2 (1848–1850),(1848–1850),1848,Barney Royston,Democrat,4,Senate,0,M,Wapello
General Assembly 2 (1848–1850),(1848–1850),1848,John F. Sanford,Whig,2,Senate,0,M,Van Buren
General Assembly 2 (1848–1850),(1848–1850),1848,John J. Selman,Democrat,3,Senate,0,M,Davis
General Assembly 2 (1848–1850),(1848–1850),1848,John G. Shields,Democrat,15,Senate,0,M,Dubuque
General Assembly 2 (1848–1850),(1848–1850),1848,Francis Springer,Whig,9,Senate,0,M,Louisa
General Assembly 2 (1848–1850),(1848–1850),1848,James Sprott,Whig,1,Senate,0,M,Lee
General Assembly 2 (1848–1850),(1848–1850),1848,Loring Wheeler,Whig,12,Senate,0,M,Clinton
General Assembly 2 (1848–1850),(1848–1850),1848,George G. Wright,Whig,2,Senate,0,M,Van Buren
General Assembly 3 (1850–1852),(1850–1852),1850,Freeman Alger,Democrat,11,Senate,0,M,Muscatine
General Assembly 3 (1850–1852),(1850–1852),1850,Nathan Baker,Democrat,1,Senate,0,M,Lee
General Assembly 3 (1850–1852),(1850–1852),1850,Phineas M. Casady,Democrat,5,Senate,0,M,Polk
General Assembly 3 (1850–1852),(1850–1852),1850,John P. Cook,Whig,13,Senate,0,M,Cedar
General Assembly 3 (1850–1852),(1850–1852),1850,Thomas S. Espy,Democrat,1,Senate,0,M,Lee
General Assembly 3 (1850–1852),(1850–1852),1850,Norman Everson,Whig,9,Senate,0,M,Washington
General Assembly 3 (1850–1852),(1850–1852),1850,Henry B. Hendershott,Democrat,4,Senate,0,M,Wapello
General Assembly 3 (1850–1852),(1850–1852),1850,George Hepner,Democrat,6,Senate,0,M,Des Moines
General Assembly 3 (1850–1852),(1850–1852),1850,John Howell,Democrat,8,Senate,0,M,Jefferson
General Assembly 3 (1850–1852),(1850–1852),1850,William E. Leffingwell,Democrat,12,Senate,0,M,Clinton
General Assembly 3 (1850–1852),(1850–1852),1850,Warner Lewis,Democrat,15,Senate,0,M,Dubuque
General Assembly 3 (1850–1852),(1850–1852),1850,Enos Lowe,Democrat,6,Senate,0,M,Des Moines
General Assembly 3 (1850–1852),(1850–1852),1850,Joseph Lowe,Democrat,10,Senate,0,M,Keokuk
General Assembly 3 (1850–1852),(1850–1852),1850,John T. Morton,Whig,7,Senate,0,M,Henry
General Assembly 3 (1850–1852),(1850–1852),1850,Nathan G. Sales,Democrat,14,Senate,0,M,Jones
General Assembly 3 (1850–1852),(1850–1852),1850,John J. Selman,Democrat,3,Senate,0,M,Davis
General Assembly 3 (1850–1852),(1850–1852),1850,John G. Shields,Democrat,15,Senate,0,M,Dubuque
General Assembly 3 (1850–1852),(1850–1852),1850,John B. Spees,Whig,2,Senate,0,M,Van Buren
General Assembly 3 (1850–1852),(1850–1852),1850,George G. Wright,Whig,2,Senate,0,M,Van Buren
General Assembly 4 (1852–1854),(1852–1854),1852,Milton D. Browning,Whig,2,Senate,0,M,Des Moines
General Assembly 4 (1852–1854),(1852–1854),1852,Elisha F. Clark,Democrat,21,Senate,0,M,Jackson
General Assembly 4 (1852–1854),(1852–1854),1852,William G. Coop,Democrat,4,Senate,0,M,Jefferson
General Assembly 4 (1852–1854),(1852–1854),1852,Salmon Cowles,Democrat,1,Senate,0,M,Lee
General Assembly 4 (1852–1854),(1852–1854),1852,George D. Crosthwait,Whig,19,Senate,0,M,Johnson
General Assembly 4 (1852–1854),(1852–1854),1852,Norman Everson,Whig,12,Senate,0,M,Washington
General Assembly 4 (1852–1854),(1852–1854),1852,Maturin L. Fisher,Democrat,24,Senate,0,M,Clayton
General Assembly 4 (1852–1854),(1852–1854),1852,Jonathan E. Fletcher,Democrat,17,Senate,0,M,Muscatine
General Assembly 4 (1852–1854),(1852–1854),1852,Amos Harris,Democrat,9,Senate,0,M,Appanoose
General Assembly 4 (1852–1854),(1852–1854),1852,John W. Hedrick,Whig,6,Senate,0,M,Wapello
General Assembly 4 (1852–1854),(1852–1854),1852,Henry B. Hendershott,Democrat,7,Senate,0,M,Wapello
General Assembly 4 (1852–1854),(1852–1854),1852,George Hepner,Democrat,2,Senate,0,M,Des Moines
General Assembly 4 (1852–1854),(1852–1854),1852,Jefferson D. Hillis,Whig,15,Senate,0,M,Marion
General Assembly 4 (1852–1854),(1852–1854),1852,Andrew Y. Hull,Democrat,20,Senate,0,M,Polk
General Assembly 4 (1852–1854),(1852–1854),1852,Hadley D. Johnson,Democrat,10,Senate,0,M,Pottawattamie
General Assembly 4 (1852–1854),(1852–1854),1852,William E. Leffingwell,Democrat,18,Senate,0,M,Clinton
General Assembly 4 (1852–1854),(1852–1854),1852,Warner Lewis,Democrat,24,Senate,0,M,Dubuque
General Assembly 4 (1852–1854),(1852–1854),1852,James M. Love,Democrat,1,Senate,0,M,Lee
General Assembly 4 (1852–1854),(1852–1854),1852,Joseph Lowe,Democrat,13,Senate,0,M,Keokuk
General Assembly 4 (1852–1854),(1852–1854),1852,George W. Lucas,Democrat,11,Senate,0,M,Fremont
General Assembly 4 (1852–1854),(1852–1854),1852,Samuel G. McAchran,Whig,8,Senate,0,M,Davis
General Assembly 4 (1852–1854),(1852–1854),1852,Archibald McKinney,Whig,5,Senate,0,M,Henry
General Assembly 4 (1852–1854),(1852–1854),1852,John R. Needham,Whig,14,Senate,0,M,Mahaska
General Assembly 4 (1852–1854),(1852–1854),1852,John Park,Whig,4,Senate,0,M,Jefferson
General Assembly 4 (1852–1854),(1852–1854),1852,Isaac M. Preston,Democrat,23,Senate,0,M,Linn
General Assembly 4 (1852–1854),(1852–1854),1852,Calvin J. Price,Democrat,1,Senate,0,M,Lee
General Assembly 4 (1852–1854),(1852–1854),1852,Nathan G. Sales,Democrat,22,Senate,0,M,Jones
General Assembly 4 (1852–1854),(1852–1854),1852,George Schramm,Whig,3,Senate,0,M,Van Buren
General Assembly 4 (1852–1854),(1852–1854),1852,John G. Shields,Democrat,24,Senate,0,M,Dubuque
General Assembly 4 (1852–1854),(1852–1854),1852,John B. Spees,Whig,3,Senate,0,M,Van Buren
General Assembly 4 (1852–1854),(1852–1854),1852,Eli S. Wing,Democrat,16,Senate,0,M,Scott
General Assembly 5 (1854–1856),(1854–1856),1854,Daniel A. Anderson,Whig,7,Senate,0,M,Monroe
General Assembly 5 (1854–1856),(1854–1856),1854,Joseph Birge,Democrat,22,Senate,0,M,Jackson
General Assembly 5 (1854–1856),(1854–1856),1854,David T. Brigham,Democrat,1,Senate,0,M,Lee
General Assembly 5 (1854–1856),(1854–1856),1854,Milton D. Browning,Whig,2,Senate,0,M,Des Moines
General Assembly 5 (1854–1856),(1854–1856),1854,Theophilus Bryan,Democrat,20,Senate,0,M,Guthrie
General Assembly 5 (1854–1856),(1854–1856),1854,Elisha F. Clark,Democrat,21,Senate,0,M,Jackson
General Assembly 5 (1854–1856),(1854–1856),1854,Hiram T. Cleaver,Democrat,12,Senate,0,M,Louisa
General Assembly 5 (1854–1856),(1854–1856),1854,William F. Coolbaugh,Democrat,2,Senate,0,M,Des Moines
General Assembly 5 (1854–1856),(1854–1856),1854,William G. Coop,Democrat,4,Senate,0,M,Jefferson
General Assembly 5 (1854–1856),(1854–1856),1854,Maturin L. Fisher,Democrat,24,Senate,0,M,Clayton
General Assembly 5 (1854–1856),(1854–1856),1854,Ambrose C. Fulton,Whig,16,Senate,0,M,Scott
General Assembly 5 (1854–1856),(1854–1856),1854,William W. Hamilton,Whig,24,Senate,0,M,Dubuque
General Assembly 5 (1854–1856),(1854–1856),1854,Jefferson D. Hillis,Whig,15,Senate,0,M,Marion
General Assembly 5 (1854–1856),(1854–1856),1854,James L. Hogin,Whig,13,Senate,0,M,Keokuk
General Assembly 5 (1854–1856),(1854–1856),1854,James C. Jordan,Whig,20,Senate,0,M,Polk
General Assembly 5 (1854–1856),(1854–1856),1854,James M. Love,Democrat,1,Senate,0,M,Lee
General Assembly 5 (1854–1856),(1854–1856),1854,George W. Lucas,Democrat,11,Senate,0,M,Fremont
General Assembly 5 (1854–1856),(1854–1856),1854,Julius J. Matthews,Whig,18,Senate,0,M,Clinton
General Assembly 5 (1854–1856),(1854–1856),1854,Samuel G. McAchran,Whig,8,Senate,0,M,Davis
General Assembly 5 (1854–1856),(1854–1856),1854,Abner H. McCrary,Whig,3,Senate,0,M,Van Buren
General Assembly 5 (1854–1856),(1854–1856),1854,Exum S. McCulloch,Democrat,1,Senate,0,M,Lee
General Assembly 5 (1854–1856),(1854–1856),1854,John R. Needham,Whig,14,Senate,0,M,Mahaska
General Assembly 5 (1854–1856),(1854–1856),1854,John Park,Whig,4,Senate,0,M,Jefferson
General Assembly 5 (1854–1856),(1854–1856),1854,Isaac M. Preston,Democrat,23,Senate,0,M,Linn
General Assembly 5 (1854–1856),(1854–1856),1854,James C. Ramsey,Democrat,6,Senate,0,M,Wapello
General Assembly 5 (1854–1856),(1854–1856),1854,Alvin Saunders,Whig,5,Senate,0,M,Henry
General Assembly 5 (1854–1856),(1854–1856),1854,George Schramm,Whig,3,Senate,0,M,Van Buren
General Assembly 5 (1854–1856),(1854–1856),1854,John G. Shields,Democrat,24,Senate,0,M,Dubuque
General Assembly 5 (1854–1856),(1854–1856),1854,James D. Test,Democrat,10,Senate,0,M,Pottawattamie
General Assembly 5 (1854–1856),(1854–1856),1854,William A. Thurston,Democrat,1,Senate,0,M,Lee
General Assembly 5 (1854–1856),(1854–1856),1854,Nathan Udell,Democrat,9,Senate,0,M,Appanoose
General Assembly 5 (1854–1856),(1854–1856),1854,George W. Wilkinson,Whig,17,Senate,0,M,Muscatine
General Assembly 5 (1854–1856),(1854–1856),1854,Samuel Workman,Democrat,19,Senate,0,M,Johnson
General Assembly 6 (1856–1858),(1856–1858),1856,Daniel A. Anderson,Republican,9,Senate,0,M,Monroe
General Assembly 6 (1856–1858),(1856–1858),1856,Jeremiah T. Atkins,Republican,34,Senate,0,M,Winneshiek
General Assembly 6 (1856–1858),(1856–1858),1856,Joseph Birge,Democrat,29,Senate,0,M,Jackson
General Assembly 6 (1856–1858),(1856–1858),1856,David T. Brigham,Democrat,2,Senate,0,M,Lee
General Assembly 6 (1856–1858),(1856–1858),1856,Aaron Brown,Republican,33,Senate,0,M,Fayette
General Assembly 6 (1856–1858),(1856–1858),1856,Henry B. Carter,Republican,32,Senate,0,M,Clayton
General Assembly 6 (1856–1858),(1856–1858),1856,Jonathan W. Cattell,Republican,22,Senate,0,M,Cedar
General Assembly 6 (1856–1858),(1856–1858),1856,Hiram T. Cleaver,Republican,13,Senate,0,M,Louisa
General Assembly 6 (1856–1858),(1856–1858),1856,Lyman Cook,Republican,4,Senate,0,M,Des Moines
General Assembly 6 (1856–1858),(1856–1858),1856,William F. Coolbaugh,Democrat,4,Senate,0,M,Des Moines
General Assembly 6 (1856–1858),(1856–1858),1856,Samuel Dale,Democrat,11,Senate,0,M,Taylor
General Assembly 6 (1856–1858),(1856–1858),1856,Charles Foster,Republican,14,Senate,0,M,Washington
General Assembly 6 (1856–1858),(1856–1858),1856,Josiah B. Grinnell,Republican,26,Senate,0,M,Poweshiek
General Assembly 6 (1856–1858),(1856–1858),1856,William W. Hamilton,Republican,31,Senate,0,M,Dubuque
General Assembly 6 (1856–1858),(1856–1858),1856,James L. Hogin,Republican,15,Senate,0,M,Keokuk
General Assembly 6 (1856–1858),(1856–1858),1856,Jeremiah W. Jenkins,Republican,28,Senate,0,M,Jackson
General Assembly 6 (1856–1858),(1856–1858),1856,James C. Jordan,Republican,27,Senate,0,M,Polk
General Assembly 6 (1856–1858),(1856–1858),1856,Samuel J. Kirkwood,Republican,20,Senate,0,M,Johnson
General Assembly 6 (1856–1858),(1856–1858),1856,William A. Loughridge,Republican,16,Senate,0,M,Mahaska
General Assembly 6 (1856–1858),(1856–1858),1856,Julius J. Matthews,Republican,23,Senate,0,M,Clinton
General Assembly 6 (1856–1858),(1856–1858),1856,George McCoy,Republican,25,Senate,0,M,Benton
General Assembly 6 (1856–1858),(1856–1858),1856,Abner H. McCrary,Republican,3,Senate,0,M,Van Buren
General Assembly 6 (1856–1858),(1856–1858),1856,Exum S. McCulloch,Democrat,1,Senate,0,M,Lee
General Assembly 6 (1856–1858),(1856–1858),1856,Marquis L. McPherson,Republican,18,Senate,0,M,Madison
General Assembly 6 (1856–1858),(1856–1858),1856,Jairus E. Neal,Democrat,17,Senate,0,M,Marion
General Assembly 6 (1856–1858),(1856–1858),1856,James C. Ramsey,Democrat,8,Senate,0,M,Wapello
General Assembly 6 (1856–1858),(1856–1858),1856,William M. Reed,Republican,6,Senate,0,M,Jefferson
General Assembly 6 (1856–1858),(1856–1858),1856,Nicholas J. Rusch,Republican,21,Senate,0,M,Scott
General Assembly 6 (1856–1858),(1856–1858),1856,Alvin Saunders,Republican,7,Senate,0,M,Henry
