Session,Yearspan,SessionStartYear,Name,Party,Gendercheck,Gender,Chamber,District,Home County
General Assembly 49 (1941–1943),(1941–1943),1941,William A. Yager,Democrat,0,M,House,97,Dickinson
General Assembly 50 (1943–1945),(1943–1945),1943,Carl A. Anderson,Republican,0,M,House,20,Henry
General Assembly 50 (1943–1945),(1943–1945),1943,Amplias H. Avery,Republican,0,M,House,83,Clay
General Assembly 50 (1943–1945),(1943–1945),1943,Clarke E. Baldwin,Republican,0,M,House,18,Wapello
General Assembly 50 (1943–1945),(1943–1945),1943,Arthur C. Blatti,Republican,0,M,House,89,Chickasaw
General Assembly 50 (1943–1945),(1943–1945),1943,Harold B. Blewett,Republican,0,M,House,74,Franklin
General Assembly 50 (1943–1945),(1943–1945),1943,Matthias F. Bockwoldt,Republican,0,M,House,59,Ida
General Assembly 50 (1943–1945),(1943–1945),1943,Walter H. Bonn,Republican,0,M,House,40,Iowa
General Assembly 50 (1943–1945),(1943–1945),1943,John P. Brindle,Republican,0,M,House,65,Grundy
General Assembly 50 (1943–1945),(1943–1945),1943,Cassius A. Bryson,Republican,0,M,House,64,Hardin
General Assembly 50 (1943–1945),(1943–1945),1943,Isaac J. Burk,Republican,0,M,House,54,Greene
General Assembly 50 (1943–1945),(1943–1945),1943,Henry W. Burma,Republican,0,M,House,73,Butler
General Assembly 50 (1943–1945),(1943–1945),1943,Dewey S. Butterfield,Republican,0,M,House,66,Black Hawk
General Assembly 50 (1943–1945),(1943–1945),1943,Robert Carlson,Republican,0,M,House,58,Woodbury
General Assembly 50 (1943–1945),(1943–1945),1943,Glenn J. Carver,Republican,0,M,House,84,Palo Alto
General Assembly 50 (1943–1945),(1943–1945),1943,Jay C. Colburn,Republican,0,M,House,33,Shelby
General Assembly 50 (1943–1945),(1943–1945),1943,Elmer E. Cooper,Republican,0,M,House,13,Adams
General Assembly 50 (1943–1945),(1943–1945),1943,James A. Cowan,Republican,0,M,House,24,Keokuk
General Assembly 50 (1943–1945),(1943–1945),1943,Harry E. Cox,Republican,0,M,House,62,Webster
General Assembly 50 (1943–1945),(1943–1945),1943,Benjamin L. Datisman,Republican,0,M,House,99,Lyon
General Assembly 50 (1943–1945),(1943–1945),1943,Bert E. Dodds,Republican,0,M,House,21,Des Moines
General Assembly 50 (1943–1945),(1943–1945),1943,Duane A. Donohue,Republican,0,M,House,44,Cedar
General Assembly 50 (1943–1945),(1943–1945),1943,Alden L. Doud,Republican,0,M,House,2,Van Buren
General Assembly 50 (1943–1945),(1943–1945),1943,Robert E. Duffield,Republican,0,M,House,35,Guthrie
General Assembly 50 (1943–1945),(1943–1945),1943,Raphael R. R. Dvorak,Republican,0,M,House,50,Tama
General Assembly 50 (1943–1945),(1943–1945),1943,Ernest L. Edwards,Republican,0,M,House,14,Union
General Assembly 50 (1943–1945),(1943–1945),1943,George E. Farmer,Republican,0,M,House,48,Linn
General Assembly 50 (1943–1945),(1943–1945),1943,Harold Felton,Republican,0,M,House,27,Warren
General Assembly 50 (1943–1945),(1943–1945),1943,Waldo R. Fimmen,Republican,0,M,House,3,Davis
General Assembly 50 (1943–1945),(1943–1945),1943,Earl C. Fishbaugh Jr.,Republican,0,M,House,9,Page
General Assembly 50 (1943–1945),(1943–1945),1943,John R. Gardner,Republican,0,M,House,48,Linn
General Assembly 50 (1943–1945),(1943–1945),1943,Joseph F. Gardner,Republican,0,M,House,72,Bremer
General Assembly 50 (1943–1945),(1943–1945),1943,Edwin Getscher,Republican,0,M,House,10,Fremont
General Assembly 50 (1943–1945),(1943–1945),1943,Charles G. Good,Republican,0,M,House,53,Boone
General Assembly 50 (1943–1945),(1943–1945),1943,Donald W. Graft,Republican,0,M,House,25,Mahaska
General Assembly 50 (1943–1945),(1943–1945),1943,Arthur C. Greene,Republican,0,M,House,56,Crawford
General Assembly 50 (1943–1945),(1943–1945),1943,J. Raymond Hall,Republican,0,M,House,11,Mills
General Assembly 50 (1943–1945),(1943–1945),1943,Paul W. Harp,Republican,0,M,House,26,Marion
General Assembly 50 (1943–1945),(1943–1945),1943,Roy B. Hawkins,Republican,0,M,House,6,Decatur
General Assembly 50 (1943–1945),(1943–1945),1943,Philip T. Hedin,Republican,0,M,House,43,Scott
General Assembly 50 (1943–1945),(1943–1945),1943,John S. Heffner,Republican,0,M,House,63,Hamilton
General Assembly 50 (1943–1945),(1943–1945),1943,Millard F. Hicklin,Republican,0,M,House,22,Louisa
General Assembly 50 (1943–1945),(1943–1945),1943,Samuel G. Hoeness,Republican,0,M,House,28,Madison
General Assembly 50 (1943–1945),(1943–1945),1943,T. H. Huston,Republican,0,M,House,23,Washington
General Assembly 50 (1943–1945),(1943–1945),1943,Theodore C. Hutchison,Republican,0,M,House,85,Kossuth
General Assembly 50 (1943–1945),(1943–1945),1943,Peter A. Jessen,Republican,0,M,House,34,Audubon
General Assembly 50 (1943–1945),(1943–1945),1943,William J. Johannes,Democrat,0,M,House,98,Osceola
General Assembly 50 (1943–1945),(1943–1945),1943,Andrew J. Johnson,Republican,0,M,House,57,Monona
General Assembly 50 (1943–1945),(1943–1945),1943,Carroll Johnson,Republican,0,M,House,26,Marion
General Assembly 50 (1943–1945),(1943–1945),1943,William N. Judd,Republican,0,M,House,45,Clinton
General Assembly 50 (1943–1945),(1943–1945),1943,Theodore S. Klemesrud,Republican,0,M,House,95,Winnebago
General Assembly 50 (1943–1945),(1943–1945),1943,John Knippling,Democrat,0,M,House,92,Howard
General Assembly 50 (1943–1945),(1943–1945),1943,William P. Knowlton,Republican,0,M,House,91,Winneshiek
General Assembly 50 (1943–1945),(1943–1945),1943,Herman M. Knudson,Republican,0,M,House,87,Cerro Gordo
General Assembly 50 (1943–1945),(1943–1945),1943,William Kruse,Republican,0,M,House,88,Floyd
General Assembly 50 (1943–1945),(1943–1945),1943,Gus T. Kuester,Republican,0,M,House,30,Cass
General Assembly 50 (1943–1945),(1943–1945),1943,Thomas L. Kuhn,Republican,0,M,House,8,Taylor
General Assembly 50 (1943–1945),(1943–1945),1943,Alfred F. Lage,Republican,0,M,House,43,Scott
General Assembly 50 (1943–1945),(1943–1945),1943,Carroll A. Lane,Republican,0,M,House,55,Carroll
General Assembly 50 (1943–1945),(1943–1945),1943,Fred A. Latchaw,Republican,0,M,House,42,Muscatine
General Assembly 50 (1943–1945),(1943–1945),1943,Frank W. Less,Democrat,0,M,House,69,Dubuque
General Assembly 50 (1943–1945),(1943–1945),1943,Harvey J. Long,Republican,0,M,House,45,Clinton
General Assembly 50 (1943–1945),(1943–1945),1943,Mae A. Lynch,Democrat,2,F,House,77,Pocahontas
General Assembly 50 (1943–1945),(1943–1945),1943,S. A. (Steve) Martin,Republican,0,M,House,4,Appanoose
General Assembly 50 (1943–1945),(1943–1945),1943,Arch W. McFarlane,Republican,0,M,House,66,Black Hawk
General Assembly 50 (1943–1945),(1943–1945),1943,Lloyd A. Meyer,Republican,0,M,House,46,Jackson
General Assembly 50 (1943–1945),(1943–1945),1943,Jacob F. Miller,Republican,0,M,House,76,Humboldt
General Assembly 50 (1943–1945),(1943–1945),1943,Ivan R. Mills,Republican,0,M,House,29,Adair
General Assembly 50 (1943–1945),(1943–1945),1943,Edward J. Morrissey,Republican,0,M,House,38,Jasper
General Assembly 50 (1943–1945),(1943–1945),1943,Budd S. Moyle,Republican,0,M,House,46,Jackson
General Assembly 50 (1943–1945),(1943–1945),1943,Harold F. (Lum) Nelson,Republican,0,M,House,58,Woodbury
General Assembly 50 (1943–1945),(1943–1945),1943,James A. Newsome,Republican,0,M,House,16,Lucas
General Assembly 50 (1943–1945),(1943–1945),1943,Andrew J. Nielsen,Republican,0,M,House,31,Pottawattamie
General Assembly 50 (1943–1945),(1943–1945),1943,Kenneth C. Noble,Republican,0,M,House,82,O’Brien
General Assembly 50 (1943–1945),(1943–1945),1943,E. A. Norelius,Republican,0,M,House,56,Crawford
General Assembly 50 (1943–1945),(1943–1945),1943,Norman Norland,Democrat,0,M,House,94,Worth
General Assembly 50 (1943–1945),(1943–1945),1943,Sam Orebaugh,Republican,0,M,House,37,Polk
General Assembly 50 (1943–1945),(1943–1945),1943,C. Paul Parrish,Republican,0,M,House,8,Taylor
General Assembly 50 (1943–1945),(1943–1945),1943,Oscar Peterson,Republican,0,M,House,78,Buena Vista
General Assembly 50 (1943–1945),(1943–1945),1943,Elmer Pieper,Republican,0,M,House,90,Allamakee
General Assembly 50 (1943–1945),(1943–1945),1943,Eugene E. (Gene) Poston,Democrat,0,M,House,5,Wayne
General Assembly 50 (1943–1945),(1943–1945),1943,Xavier T. Prentis,Republican,0,M,House,7,Ringgold
General Assembly 50 (1943–1945),(1943–1945),1943,Walter S. Pritchard,Republican,0,M,House,86,Hancock
General Assembly 50 (1943–1945),(1943–1945),1943,Wilson Reed,Republican,0,M,House,19,Jefferson
General Assembly 50 (1943–1945),(1943–1945),1943,Frederick J. Ritchie,Republican,0,M,House,79,Cherokee
General Assembly 50 (1943–1945),(1943–1945),1943,George H. Robb,Republican,0,M,House,96,Emmet
General Assembly 50 (1943–1945),(1943–1945),1943,Glenn E. Robinson,Republican,0,M,House,68,Delaware
General Assembly 50 (1943–1945),(1943–1945),1943,Willard F. Russell,Republican,0,M,House,50,Tama
General Assembly 50 (1943–1945),(1943–1945),1943,Eric W. Scott,Republican,0,M,House,60,Sac
General Assembly 50 (1943–1945),(1943–1945),1943,George L. Scott,Republican,0,M,House,71,Fayette
General Assembly 50 (1943–1945),(1943–1945),1943,Herbert G. Seemann,Republican,0,M,House,67,Buchanan
General Assembly 50 (1943–1945),(1943–1945),1943,Fern E. Sharp,Republican,0,M,House,70,Clayton
General Assembly 50 (1943–1945),(1943–1945),1943,Charles F. Shimanek,Republican,0,M,House,47,Jones
General Assembly 50 (1943–1945),(1943–1945),1943,Henry Siefkas,Republican,0,M,House,15,Clarke
General Assembly 50 (1943–1945),(1943–1945),1943,Ted Sloane,Republican,0,M,House,37,Polk
General Assembly 50 (1943–1945),(1943–1945),1943,Albert Steinberg,Republican,0,M,House,52,Story
General Assembly 50 (1943–1945),(1943–1945),1943,George W. Stinemates,Republican,0,M,House,12,Montgomery
General Assembly 50 (1943–1945),(1943–1945),1943,John J. Swaner,Democrat,0,M,House,41,Johnson
General Assembly 50 (1943–1945),(1943–1945),1943,William M. Tatum,Democrat,0,M,House,32,Harrison
General Assembly 50 (1943–1945),(1943–1945),1943,Anthony Te Paske,Republican,0,M,House,81,Sioux
General Assembly 50 (1943–1945),(1943–1945),1943,Paul Troeger,Republican,0,M,House,18,Wapello
General Assembly 50 (1943–1945),(1943–1945),1943,William C. Tyrrell Jr.,Republican,0,M,House,75,Wright
General Assembly 50 (1943–1945),(1943–1945),1943,Arnold Utzig,Democrat,0,M,House,69,Dubuque
General Assembly 50 (1943–1945),(1943–1945),1943,Dick H. Vanderwilt,Republican,0,M,House,25,Mahaska
General Assembly 50 (1943–1945),(1943–1945),1943,Herman W. Walter,Republican,0,M,House,31,Pottawattamie
General Assembly 50 (1943–1945),(1943–1945),1943,Warren E. Walter,Republican,0,M,House,51,Marshall
General Assembly 50 (1943–1945),(1943–1945),1943,Brede Wamstad,Republican,0,M,House,93,Mitchell
General Assembly 50 (1943–1945),(1943–1945),1943,Harry E. Weichman,Republican,0,M,House,49,Benton
General Assembly 50 (1943–1945),(1943–1945),1943,Thomas W. Wellington,Republican,0,M,House,1,Lee
General Assembly 50 (1943–1945),(1943–1945),1943,Glenn E. Whitehead,Republican,0,M,House,36,Dallas
General Assembly 50 (1943–1945),(1943–1945),1943,Henry E. Wichman,Republican,0,M,House,39,Poweshiek
General Assembly 50 (1943–1945),(1943–1945),1943,Albert M. Wilson,Republican,0,M,House,17,Monroe
General Assembly 50 (1943–1945),(1943–1945),1943,Melvin Wilson,Republican,0,M,House,61,Calhoun
General Assembly 50 (1943–1945),(1943–1945),1943,Henry W. Wormley,Republican,0,M,House,80,Plymouth
General Assembly 50 (1943–1945),(1943–1945),1943,William A. Yager,Democrat,0,M,House,97,Dickinson
General Assembly 51 (1945–1947),(1945–1947),1945,Carl A. Anderson,Republican,0,M,House,20,Henry
General Assembly 51 (1945–1947),(1945–1947),1945,W. Dean Aubrey,Democrat,0,M,House,18,Wapello
General Assembly 51 (1945–1947),(1945–1947),1945,Amplias H. Avery,Republican,0,M,House,83,Clay
General Assembly 51 (1945–1947),(1945–1947),1945,Oliver N. Baker,Republican,0,M,House,61,Calhoun
General Assembly 51 (1945–1947),(1945–1947),1945,Elmer A. Bass,Republican,0,M,House,12,Montgomery
General Assembly 51 (1945–1947),(1945–1947),1945,Willard A. (Bill) Bents,Democrat,0,M,House,92,Howard
General Assembly 51 (1945–1947),(1945–1947),1945,Arthur C. Blatti,Republican,0,M,House,89,Chickasaw
General Assembly 51 (1945–1947),(1945–1947),1945,Harold B. Blewett,Republican,0,M,House,74,Franklin
General Assembly 51 (1945–1947),(1945–1947),1945,Matthias F. Bockwoldt,Republican,0,M,House,59,Ida
General Assembly 51 (1945–1947),(1945–1947),1945,Walter H. Bonn,Republican,0,M,House,40,Iowa
General Assembly 51 (1945–1947),(1945–1947),1945,Cassius A. Bryson,Republican,0,M,House,64,Hardin
General Assembly 51 (1945–1947),(1945–1947),1945,Carl A. Burkman,Republican,0,M,House,37,Polk
General Assembly 51 (1945–1947),(1945–1947),1945,Edward Capesius,Democrat,0,M,House,85,Kossuth
General Assembly 51 (1945–1947),(1945–1947),1945,Robert Carlson,Republican,0,M,House,58,Woodbury
General Assembly 51 (1945–1947),(1945–1947),1945,Jay C. Colburn,Republican,0,M,House,33,Shelby
General Assembly 51 (1945–1947),(1945–1947),1945,Elmer E. Cooper,Republican,0,M,House,13,Adams
General Assembly 51 (1945–1947),(1945–1947),1945,James A. Cowan,Republican,0,M,House,24,Keokuk
General Assembly 51 (1945–1947),(1945–1947),1945,Harry E. Cox,Republican,0,M,House,62,Webster
General Assembly 51 (1945–1947),(1945–1947),1945,Benjamin L. Datisman,Republican,0,M,House,99,Lyon
General Assembly 51 (1945–1947),(1945–1947),1945,Floyd P. Davis,Republican,0,M,House,66,Black Hawk
General Assembly 51 (1945–1947),(1945–1947),1945,John C. Davis,Republican,0,M,House,71,Fayette
General Assembly 51 (1945–1947),(1945–1947),1945,Bert E. Dodds,Republican,0,M,House,21,Des Moines
General Assembly 51 (1945–1947),(1945–1947),1945,Duane A. Donohue,Republican,0,M,House,44,Cedar
General Assembly 51 (1945–1947),(1945–1947),1945,Robert E. Duffield,Republican,0,M,House,35,Guthrie
General Assembly 51 (1945–1947),(1945–1947),1945,Ernest L. Edwards,Republican,0,M,House,14,Union
General Assembly 51 (1945–1947),(1945–1947),1945,George E. Farmer,Republican,0,M,House,48,Linn
General Assembly 51 (1945–1947),(1945–1947),1945,Harold Felton,Republican,0,M,House,27,Warren
General Assembly 51 (1945–1947),(1945–1947),1945,Waldo R. Fimmen,Republican,0,M,House,3,Davis
General Assembly 51 (1945–1947),(1945–1947),1945,Clinton L. Fletcher,Republican,0,M,House,98,Osceola
General Assembly 51 (1945–1947),(1945–1947),1945,Leo D. Frederickson,Democrat,0,M,House,84,Palo Alto
General Assembly 51 (1945–1947),(1945–1947),1945,Henry R. Frei Jr.,Republican,0,M,House,65,Grundy
General Assembly 51 (1945–1947),(1945–1947),1945,Edward W. Fulk,Republican,0,M,House,9,Page
General Assembly 51 (1945–1947),(1945–1947),1945,John R. Gardner,Republican,0,M,House,48,Linn
General Assembly 51 (1945–1947),(1945–1947),1945,Joseph F. Gardner,Republican,0,M,House,72,Bremer
General Assembly 51 (1945–1947),(1945–1947),1945,Charles G. Good,Republican,0,M,House,53,Boone
General Assembly 51 (1945–1947),(1945–1947),1945,J. Raymond Hall,Republican,0,M,House,11,Mills
General Assembly 51 (1945–1947),(1945–1947),1945,Philip T. Hedin,Republican,0,M,House,43,Scott
General Assembly 51 (1945–1947),(1945–1947),1945,John S. Heffner,Republican,0,M,House,63,Hamilton
General Assembly 51 (1945–1947),(1945–1947),1945,Millard F. Hicklin,Republican,0,M,House,22,Louisa
General Assembly 51 (1945–1947),(1945–1947),1945,Samuel G. Hoeness,Republican,0,M,House,28,Madison
General Assembly 51 (1945–1947),(1945–1947),1945,T. H. Huston,Republican,0,M,House,23,Washington
General Assembly 51 (1945–1947),(1945–1947),1945,Peter A. Jessen,Republican,0,M,House,34,Audubon
General Assembly 51 (1945–1947),(1945–1947),1945,William J. Kilpatrick,Republican,0,M,House,10,Fremont
General Assembly 51 (1945–1947),(1945–1947),1945,Theodore S. Klemesrud,Republican,0,M,House,95,Winnebago
General Assembly 51 (1945–1947),(1945–1947),1945,Henry C. Krueger,Republican,0,M,House,87,Cerro Gordo
General Assembly 51 (1945–1947),(1945–1947),1945,William Kruse,Republican,0,M,House,88,Floyd
General Assembly 51 (1945–1947),(1945–1947),1945,Gus T. Kuester,Republican,0,M,House,30,Cass
General Assembly 51 (1945–1947),(1945–1947),1945,Paul Kuhlmann,Democrat,0,M,House,56,Crawford
General Assembly 51 (1945–1947),(1945–1947),1945,Carroll A. Lane,Republican,0,M,House,55,Carroll
General Assembly 51 (1945–1947),(1945–1947),1945,Charles M. Langland,Republican,0,M,House,91,Winneshiek
General Assembly 51 (1945–1947),(1945–1947),1945,Fred A. Latchaw,Republican,0,M,House,42,Muscatine
General Assembly 51 (1945–1947),(1945–1947),1945,Frank W. Less,Democrat,0,M,House,69,Dubuque
General Assembly 51 (1945–1947),(1945–1947),1945,Harvey J. Long,Republican,0,M,House,45,Clinton
General Assembly 51 (1945–1947),(1945–1947),1945,Mae A. Lynch,Democrat,2,F,House,77,Pocahontas
General Assembly 51 (1945–1947),(1945–1947),1945,S. A. (Steve) Martin,Republican,0,M,House,4,Appanoose
General Assembly 51 (1945–1947),(1945–1947),1945,Leo P. McEleney,Republican,0,M,House,45,Clinton
General Assembly 51 (1945–1947),(1945–1947),1945,Arch W. McFarlane,Republican,0,M,House,66,Black Hawk
General Assembly 51 (1945–1947),(1945–1947),1945,A. Earl McNeill,Democrat,0,M,House,57,Monona
General Assembly 51 (1945–1947),(1945–1947),1945,Wade H. McReynolds,Democrat,0,M,House,18,Wapello
General Assembly 51 (1945–1947),(1945–1947),1945,Lloyd A. Meyer,Republican,0,M,House,46,Jackson
General Assembly 51 (1945–1947),(1945–1947),1945,Jacob F. Miller,Republican,0,M,House,76,Humboldt
General Assembly 51 (1945–1947),(1945–1947),1945,Ivan R. Mills,Republican,0,M,House,29,Adair
General Assembly 51 (1945–1947),(1945–1947),1945,Harry A. Moore,Republican,0,M,House,73,Butler
General Assembly 51 (1945–1947),(1945–1947),1945,Edward J. Morrissey,Republican,0,M,House,38,Jasper
General Assembly 51 (1945–1947),(1945–1947),1945,Robert A. Nelson,Republican,0,M,House,67,Buchanan
General Assembly 51 (1945–1947),(1945–1947),1945,Andrew J. Nielsen,Republican,0,M,House,31,Pottawattamie
General Assembly 51 (1945–1947),(1945–1947),1945,Norman Norland,Democrat,0,M,House,94,Worth
General Assembly 51 (1945–1947),(1945–1947),1945,Allert G. Olson,Republican,0,M,House,93,Mitchell
General Assembly 51 (1945–1947),(1945–1947),1945,Charles A. Palmer,Republican,0,M,House,90,Allamakee
General Assembly 51 (1945–1947),(1945–1947),1945,C. Paul Parrish,Republican,0,M,House,8,Taylor
General Assembly 51 (1945–1947),(1945–1947),1945,Oscar Peterson,Republican,0,M,House,78,Buena Vista
General Assembly 51 (1945–1947),(1945–1947),1945,Eugene E. (Gene) Poston,Democrat,0,M,House,5,Wayne
General Assembly 51 (1945–1947),(1945–1947),1945,Xavier T. Prentis,Republican,0,M,House,7,Ringgold
General Assembly 51 (1945–1947),(1945–1947),1945,Walter S. Pritchard,Republican,0,M,House,86,Hancock
General Assembly 51 (1945–1947),(1945–1947),1945,Lawrence Putney,Republican,0,M,House,50,Tama
General Assembly 51 (1945–1947),(1945–1947),1945,Albert G. Redman,Republican,0,M,House,60,Sac
General Assembly 51 (1945–1947),(1945–1947),1945,Wilson Reed,Republican,0,M,House,19,Jefferson
General Assembly 51 (1945–1947),(1945–1947),1945,George H. Robb,Republican,0,M,House,96,Emmet
General Assembly 51 (1945–1947),(1945–1947),1945,Glenn E. Robinson,Republican,0,M,House,68,Delaware
General Assembly 51 (1945–1947),(1945–1947),1945,Ira E. Robinson,Democrat,0,M,House,17,Monroe
General Assembly 51 (1945–1947),(1945–1947),1945,Ernest B. Saylor,Republican,0,M,House,6,Decatur
General Assembly 51 (1945–1947),(1945–1947),1945,Frederick D. Schwengel,Republican,0,M,House,43,Scott
General Assembly 51 (1945–1947),(1945–1947),1945,Ray E. Shepard,Republican,0,M,House,16,Lucas
General Assembly 51 (1945–1947),(1945–1947),1945,Henry Siefkas,Republican,0,M,House,15,Clarke
General Assembly 51 (1945–1947),(1945–1947),1945,Warren E. Simonsen,Republican,0,M,House,79,Cherokee
General Assembly 51 (1945–1947),(1945–1947),1945,Ted Sloane,Republican,0,M,House,37,Polk
General Assembly 51 (1945–1947),(1945–1947),1945,Ernest T. Smith,Republican,0,M,House,70,Clayton
General Assembly 51 (1945–1947),(1945–1947),1945,William M. Smith,Democrat,0,M,House,97,Dickinson
General Assembly 51 (1945–1947),(1945–1947),1945,Albert Steinberg,Republican,0,M,House,52,Story
General Assembly 51 (1945–1947),(1945–1947),1945,Henry H. Stevens,Republican,0,M,House,54,Greene
General Assembly 51 (1945–1947),(1945–1947),1945,Clifford M. Strawman,Republican,0,M,House,47,Jones
General Assembly 51 (1945–1947),(1945–1947),1945,John J. Swaner,Democrat,0,M,House,41,Johnson
General Assembly 51 (1945–1947),(1945–1947),1945,William M. Tatum,Democrat,0,M,House,32,Harrison
General Assembly 51 (1945–1947),(1945–1947),1945,Anthony Te Paske,Republican,0,M,House,81,Sioux
General Assembly 51 (1945–1947),(1945–1947),1945,William C. Tyrrell Jr.,Republican,0,M,House,75,Wright
General Assembly 51 (1945–1947),(1945–1947),1945,Arnold Utzig,Democrat,0,M,House,69,Dubuque
General Assembly 51 (1945–1947),(1945–1947),1945,Charles S. Van Eaton,Republican,0,M,House,58,Woodbury
General Assembly 51 (1945–1947),(1945–1947),1945,Dick H. Vanderwilt,Republican,0,M,House,25,Mahaska
General Assembly 51 (1945–1947),(1945–1947),1945,Peter W. Visser,Democrat,0,M,House,26,Marion
General Assembly 51 (1945–1947),(1945–1947),1945,Herman W. Walter,Republican,0,M,House,31,Pottawattamie
General Assembly 51 (1945–1947),(1945–1947),1945,Warren E. Walter,Republican,0,M,House,51,Marshall
General Assembly 51 (1945–1947),(1945–1947),1945,Harry E. Watson,Republican,0,M,House,82,O’Brien
General Assembly 51 (1945–1947),(1945–1947),1945,Harry E. Weichman,Republican,0,M,House,49,Benton
General Assembly 51 (1945–1947),(1945–1947),1945,Thomas W. Wellington,Republican,0,M,House,1,Lee
General Assembly 51 (1945–1947),(1945–1947),1945,Bert N. Whitaker,Republican,0,M,House,39,Poweshiek
General Assembly 51 (1945–1947),(1945–1947),1945,Glenn E. Whitehead,Republican,0,M,House,36,Dallas
General Assembly 51 (1945–1947),(1945–1947),1945,Ora C. Williams,Republican,0,M,House,2,Van Buren
General Assembly 51 (1945–1947),(1945–1947),1945,Henry W. Wormley,Republican,0,M,House,80,Plymouth
General Assembly 52 (1947–1949),(1947–1949),1947,David G. Ainsworth,Republican,0,M,House,97,Dickinson
General Assembly 52 (1947–1949),(1947–1949),1947,Carl A. Anderson,Republican,0,M,House,20,Henry
General Assembly 52 (1947–1949),(1947–1949),1947,Amplias H. Avery,Republican,0,M,House,83,Clay
General Assembly 52 (1947–1949),(1947–1949),1947,Oliver N. Baker,Republican,0,M,House,61,Calhoun
General Assembly 52 (1947–1949),(1947–1949),1947,Elmer A. Bass,Republican,0,M,House,12,Montgomery
General Assembly 52 (1947–1949),(1947–1949),1947,William S. Beardsley,Republican,0,M,House,27,Warren
General Assembly 52 (1947–1949),(1947–1949),1947,Gordon A. Beman,Republican,0,M,House,24,Keokuk
General Assembly 52 (1947–1949),(1947–1949),1947,Willard A. (Bill) Bents,Democrat,0,M,House,92,Howard
General Assembly 52 (1947–1949),(1947–1949),1947,Amy M. Bloom,Republican,1,F,House,62,Webster
General Assembly 52 (1947–1949),(1947–1949),1947,Matthias F. Bockwoldt,Republican,0,M,House,59,Ida
General Assembly 52 (1947–1949),(1947–1949),1947,Laurence M. Boothby,Republican,0,M,House,79,Cherokee
General Assembly 52 (1947–1949),(1947–1949),1947,Carroll L. Brown,Republican,0,M,House,25,Mahaska
General Assembly 52 (1947–1949),(1947–1949),1947,George L. Brown,Republican,0,M,House,57,Monona
General Assembly 52 (1947–1949),(1947–1949),1947,Cassius A. Bryson,Republican,0,M,House,64,Hardin
General Assembly 52 (1947–1949),(1947–1949),1947,Carl A. Burkman,Republican,0,M,House,37,Polk
General Assembly 52 (1947–1949),(1947–1949),1947,Guy G. Butler,Republican,0,M,House,77,Pocahontas
General Assembly 52 (1947–1949),(1947–1949),1947,Benjamin L. Datisman,Republican,0,M,House,99,Lyon
General Assembly 52 (1947–1949),(1947–1949),1947,John C. Davis,Republican,0,M,House,71,Fayette
General Assembly 52 (1947–1949),(1947–1949),1947,Oliver H. DeGroote,Republican,0,M,House,76,Humboldt
General Assembly 52 (1947–1949),(1947–1949),1947,Duane A. Donohue,Republican,0,M,House,44,Cedar
General Assembly 52 (1947–1949),(1947–1949),1947,Robert E. Duffield,Republican,0,M,House,35,Guthrie
General Assembly 52 (1947–1949),(1947–1949),1947,John L. Duffy,Democrat,0,M,House,69,Dubuque
General Assembly 52 (1947–1949),(1947–1949),1947,W. E. (Penn) Eckels,Republican,0,M,House,86,Hancock
General Assembly 52 (1947–1949),(1947–1949),1947,Ernest L. Edwards,Republican,0,M,House,14,Union
General Assembly 52 (1947–1949),(1947–1949),1947,George Fiene,Democrat,0,M,House,89,Chickasaw
General Assembly 52 (1947–1949),(1947–1949),1947,Waldo R. Fimmen,Republican,0,M,House,3,Davis
General Assembly 52 (1947–1949),(1947–1949),1947,Clinton L. Fletcher,Republican,0,M,House,98,Osceola
General Assembly 52 (1947–1949),(1947–1949),1947,Henry R. Frei Jr.,Republican,0,M,House,65,Grundy
General Assembly 52 (1947–1949),(1947–1949),1947,Edward W. Fulk,Republican,0,M,House,9,Page
General Assembly 52 (1947–1949),(1947–1949),1947,John W. Gannaway,Republican,0,M,House,39,Poweshiek
General Assembly 52 (1947–1949),(1947–1949),1947,Charles G. Good,Republican,0,M,House,53,Boone
General Assembly 52 (1947–1949),(1947–1949),1947,Melville M. Graham,Democrat,0,M,House,34,Audubon
General Assembly 52 (1947–1949),(1947–1949),1947,John E. Hansen,Democrat,0,M,House,55,Carroll
General Assembly 52 (1947–1949),(1947–1949),1947,Philip T. Hedin,Republican,0,M,House,43,Scott
General Assembly 52 (1947–1949),(1947–1949),1947,Wilmott C. Hendrix,Republican,0,M,House,42,Muscatine
General Assembly 52 (1947–1949),(1947–1949),1947,Millard F. Hicklin,Republican,0,M,House,22,Louisa
General Assembly 52 (1947–1949),(1947–1949),1947,Chris F. Hinrichs,Republican,0,M,House,40,Iowa
General Assembly 52 (1947–1949),(1947–1949),1947,Ernest L. Humbert,Republican,0,M,House,13,Adams
General Assembly 52 (1947–1949),(1947–1949),1947,T. H. Huston,Republican,0,M,House,23,Washington
General Assembly 52 (1947–1949),(1947–1949),1947,Willard Ingalls,Republican,0,M,House,46,Jackson
General Assembly 52 (1947–1949),(1947–1949),1947,Francis L. Kerr,Republican,0,M,House,33,Shelby
General Assembly 52 (1947–1949),(1947–1949),1947,George B. Kester,Republican,0,M,House,7,Ringgold
General Assembly 52 (1947–1949),(1947–1949),1947,William J. Kilpatrick,Republican,0,M,House,10,Fremont
