Session,Yearspan,SessionStartYear,Name,Party,Gendercheck,Gender,Chamber,District,Home County
General Assembly 39 (1921–1923),(1921–1923),1921,John H. Aiken,Republican,0,M,House,59,Ida
General Assembly 39 (1921–1923),(1921–1923),1921,Charles S. Aldrich,Republican,0,M,House,26,Marion
General Assembly 39 (1921–1923),(1921–1923),1921,George S. Allyn,Republican,0,M,House,7,Ringgold
General Assembly 39 (1921–1923),(1921–1923),1921,Joseph H. Anderson,Republican,0,M,House,95,Winnebago
General Assembly 39 (1921–1923),(1921–1923),1921,William Becker,Republican,0,M,House,70,Clayton
General Assembly 39 (1921–1923),(1921–1923),1921,Irving E. Beeman,Republican,0,M,House,90,Allamakee
General Assembly 39 (1921–1923),(1921–1923),1921,Louis F. Benz,Democrat,0,M,House,89,Chickasaw
General Assembly 39 (1921–1923),(1921–1923),1921,Henry S. Berry,Republican,0,M,House,17,Monroe
General Assembly 39 (1921–1923),(1921–1923),1921,William R. Blake,Republican,0,M,House,71,Fayette
General Assembly 39 (1921–1923),(1921–1923),1921,John Bradley,Republican,0,M,House,39,Poweshiek
General Assembly 39 (1921–1923),(1921–1923),1921,Albert V. Brady,Republican,0,M,House,82,O’Brien
General Assembly 39 (1921–1923),(1921–1923),1921,Charles R. Buffington,Republican,0,M,House,11,Mills
General Assembly 39 (1921–1923),(1921–1923),1921,Julian C. Calhoun,Republican,0,M,House,2,Van Buren
General Assembly 39 (1921–1923),(1921–1923),1921,Luther V. Carter,Republican,0,M,House,64,Hardin
General Assembly 39 (1921–1923),(1921–1923),1921,William C. Children,Republican,0,M,House,31,Pottawattamie
General Assembly 39 (1921–1923),(1921–1923),1921,Charles F. Clark,Republican,0,M,House,48,Linn
General Assembly 39 (1921–1923),(1921–1923),1921,William J. Colbert,Republican,0,M,House,14,Union
General Assembly 39 (1921–1923),(1921–1923),1921,William S. Criswell,Republican,0,M,House,53,Boone
General Assembly 39 (1921–1923),(1921–1923),1921,Horace H. Dodd,Republican,0,M,House,92,Howard
General Assembly 39 (1921–1923),(1921–1923),1921,Henry N. Donhowe,Republican,0,M,House,52,Story
General Assembly 39 (1921–1923),(1921–1923),1921,Clyde H. Doolittle,Republican,0,M,House,68,Delaware
General Assembly 39 (1921–1923),(1921–1923),1921,Henry Edgington,Republican,0,M,House,57,Monona
General Assembly 39 (1921–1923),(1921–1923),1921,Willis C. Edson,Republican,0,M,House,78,Buena Vista
General Assembly 39 (1921–1923),(1921–1923),1921,Frank W. Elliott,Republican,0,M,House,43,Scott
General Assembly 39 (1921–1923),(1921–1923),1921,Charles W. Elson,Republican,0,M,House,5,Wayne
General Assembly 39 (1921–1923),(1921–1923),1921,Daniel A. Emery,Republican,0,M,House,18,Wapello
General Assembly 39 (1921–1923),(1921–1923),1921,Samuel E. Fackler,Republican,0,M,House,13,Adams
General Assembly 39 (1921–1923),(1921–1923),1921,Linus B. Forsling,Republican,0,M,House,58,Woodbury
General Assembly 39 (1921–1923),(1921–1923),1921,James S. Francis,Republican,0,M,House,8,Taylor
General Assembly 39 (1921–1923),(1921–1923),1921,Jacob S. Garber,Republican,0,M,House,88,Floyd
General Assembly 39 (1921–1923),(1921–1923),1921,Ray O. Garber,Republican,0,M,House,29,Adair
General Assembly 39 (1921–1923),(1921–1923),1921,D. Millard Gibson,Republican,0,M,House,15,Clarke
General Assembly 39 (1921–1923),(1921–1923),1921,Frederick B. Gilbert,Republican,0,M,House,51,Marshall
General Assembly 39 (1921–1923),(1921–1923),1921,Ole Gilbertson,Republican,0,M,House,91,Winneshiek
General Assembly 39 (1921–1923),(1921–1923),1921,Charles Gilmore,Republican,0,M,House,83,Clay
General Assembly 39 (1921–1923),(1921–1923),1921,William T. Gilmore,Republican,0,M,House,44,Cedar
General Assembly 39 (1921–1923),(1921–1923),1921,W. G. Gordon,Republican,0,M,House,96,Emmet
General Assembly 39 (1921–1923),(1921–1923),1921,Samuel L. Graham,Republican,0,M,House,18,Wapello
General Assembly 39 (1921–1923),(1921–1923),1921,Edmund A. Grimwood,Republican,0,M,House,47,Jones
General Assembly 39 (1921–1923),(1921–1923),1921,Charles L. Gunderson,Republican,0,M,House,77,Pocahontas
General Assembly 39 (1921–1923),(1921–1923),1921,John W. Hanna,Republican,0,M,House,49,Benton
General Assembly 39 (1921–1923),(1921–1923),1921,Ernest P. Harrison,Republican,0,M,House,31,Pottawattamie
General Assembly 39 (1921–1923),(1921–1923),1921,Amos O. Hauge,Republican,0,M,House,37,Polk
General Assembly 39 (1921–1923),(1921–1923),1921,Edwin P. Healy,Republican,0,M,House,86,Hancock
General Assembly 39 (1921–1923),(1921–1923),1921,George E. Held,Republican,0,M,House,80,Plymouth
General Assembly 39 (1921–1923),(1921–1923),1921,Charles W. Huff,Republican,0,M,House,30,Cass
General Assembly 39 (1921–1923),(1921–1923),1921,Fred W. Ingersoll,Republican,0,M,House,50,Tama
General Assembly 39 (1921–1923),(1921–1923),1921,Gustavus A. Justice,Republican,0,M,House,33,Shelby
General Assembly 39 (1921–1923),(1921–1923),1921,John W. Kime,Republican,0,M,House,62,Webster
General Assembly 39 (1921–1923),(1921–1923),1921,Edward H. Knickerbocker,Republican,0,M,House,48,Linn
General Assembly 39 (1921–1923),(1921–1923),1921,Frank C. Lake,Republican,0,M,House,58,Woodbury
General Assembly 39 (1921–1923),(1921–1923),1921,Emil A. Larson,Republican,0,M,House,12,Montgomery
General Assembly 39 (1921–1923),(1921–1923),1921,Charles J. Le Valley,Republican,0,M,House,74,Franklin
General Assembly 39 (1921–1923),(1921–1923),1921,C. F. Letts,Republican,0,M,House,23,Washington
General Assembly 39 (1921–1923),(1921–1923),1921,Joseph C. Lockin,Republican,0,M,House,79,Cherokee
General Assembly 39 (1921–1923),(1921–1923),1921,William L. Long,Republican,0,M,House,19,Jefferson
General Assembly 39 (1921–1923),(1921–1923),1921,Lewis H. Mayne,Republican,0,M,House,84,Palo Alto
General Assembly 39 (1921–1923),(1921–1923),1921,James C. McClune,Republican,0,M,House,25,Mahaska
General Assembly 39 (1921–1923),(1921–1923),1921,Fred McCulloch,Republican,0,M,House,40,Iowa
General Assembly 39 (1921–1923),(1921–1923),1921,Arthur McDonald,Democrat,0,M,House,21,Des Moines
General Assembly 39 (1921–1923),(1921–1923),1921,Arch W. McFarlane,Republican,0,M,House,66,Black Hawk
General Assembly 39 (1921–1923),(1921–1923),1921,James H. McGhee,Republican,0,M,House,87,Cerro Gordo
General Assembly 39 (1921–1923),(1921–1923),1921,Robert O. Miller,Republican,0,M,House,16,Lucas
General Assembly 39 (1921–1923),(1921–1923),1921,Bruce R. Mills,Republican,0,M,House,32,Harrison
General Assembly 39 (1921–1923),(1921–1923),1921,Tollef E. Moen,Republican,0,M,House,99,Lyon
General Assembly 39 (1921–1923),(1921–1923),1921,Harry B. Moorhead,Republican,0,M,House,43,Scott
General Assembly 39 (1921–1923),(1921–1923),1921,Harry B. Morgan,Republican,0,M,House,38,Jasper
General Assembly 39 (1921–1923),(1921–1923),1921,Charles E. Narey,Republican,0,M,House,97,Dickinson
General Assembly 39 (1921–1923),(1921–1923),1921,Omen Nervig,Republican,0,M,House,76,Humboldt
General Assembly 39 (1921–1923),(1921–1923),1921,Thomas J. O’Donnell,Democrat,0,M,House,69,Dubuque
General Assembly 39 (1921–1923),(1921–1923),1921,John Olson,Republican,0,M,House,45,Clinton
General Assembly 39 (1921–1923),(1921–1923),1921,Ontje A. Ontjes,Republican,0,M,House,65,Grundy
General Assembly 39 (1921–1923),(1921–1923),1921,John Orr,Republican,0,M,House,24,Keokuk
General Assembly 39 (1921–1923),(1921–1923),1921,William B. Parrott,Republican,0,M,House,55,Carroll
General Assembly 39 (1921–1923),(1921–1923),1921,Thomas Parsons,Republican,0,M,House,61,Calhoun
General Assembly 39 (1921–1923),(1921–1923),1921,George B. Perkins,Republican,0,M,House,60,Sac
General Assembly 39 (1921–1923),(1921–1923),1921,James Peters,Republican,0,M,House,36,Dallas
General Assembly 39 (1921–1923),(1921–1923),1921,Nels Peterson,Republican,0,M,House,20,Henry
General Assembly 39 (1921–1923),(1921–1923),1921,Leon W. Powers,Democrat,0,M,House,56,Crawford
General Assembly 39 (1921–1923),(1921–1923),1921,John M. Ramsey,Republican,0,M,House,73,Butler
General Assembly 39 (1921–1923),(1921–1923),1921,John M. Rankin,Republican,0,M,House,1,Lee
General Assembly 39 (1921–1923),(1921–1923),1921,Ralph L. Rumley,Republican,0,M,House,6,Decatur
General Assembly 39 (1921–1923),(1921–1923),1921,Franklin C. Sampson,Republican,0,M,House,34,Audubon
General Assembly 39 (1921–1923),(1921–1923),1921,Charles B. Santee,Republican,0,M,House,66,Black Hawk
General Assembly 39 (1921–1923),(1921–1923),1921,William F. Schirmer,Republican,0,M,House,46,Jackson
General Assembly 39 (1921–1923),(1921–1923),1921,Herman H. Schulte,Republican,0,M,House,94,Worth
General Assembly 39 (1921–1923),(1921–1923),1921,Charles H. Scott,Republican,0,M,House,4,Appanoose
General Assembly 39 (1921–1923),(1921–1923),1921,William C. Scott,Republican,0,M,House,10,Fremont
General Assembly 39 (1921–1923),(1921–1923),1921,Bertram B. Shores,Republican,0,M,House,72,Bremer
General Assembly 39 (1921–1923),(1921–1923),1921,George F. Slemmons,Republican,0,M,House,67,Buchanan
General Assembly 39 (1921–1923),(1921–1923),1921,George A. Smith,Republican,0,M,House,45,Clinton
General Assembly 39 (1921–1923),(1921–1923),1921,Arthur Springer,Republican,0,M,House,22,Louisa
General Assembly 39 (1921–1923),(1921–1923),1921,John C. Sterling,Republican,0,M,House,63,Hamilton
General Assembly 39 (1921–1923),(1921–1923),1921,John H. Stimson,Republican,0,M,House,9,Page
General Assembly 39 (1921–1923),(1921–1923),1921,David O. Stone,Republican,0,M,House,81,Sioux
General Assembly 39 (1921–1923),(1921–1923),1921,John A. Storey,Republican,0,M,House,27,Warren
General Assembly 39 (1921–1923),(1921–1923),1921,Lawrence I. Truax,Republican,0,M,House,35,Guthrie
General Assembly 39 (1921–1923),(1921–1923),1921,Oscar Ulstad,Republican,0,M,House,75,Wright
General Assembly 39 (1921–1923),(1921–1923),1921,James H. Van Camp,Republican,0,M,House,42,Muscatine
General Assembly 39 (1921–1923),(1921–1923),1921,Walter H. Vance,Republican,0,M,House,28,Madison
General Assembly 39 (1921–1923),(1921–1923),1921,George L. Venard,Republican,0,M,House,81,Sioux
General Assembly 39 (1921–1923),(1921–1923),1921,Brede Wamstad,Republican,0,M,House,93,Mitchell
General Assembly 39 (1921–1923),(1921–1923),1921,James B. Weaver,Republican,0,M,House,37,Polk
General Assembly 39 (1921–1923),(1921–1923),1921,John H. Weber,Democrat,0,M,House,69,Dubuque
General Assembly 39 (1921–1923),(1921–1923),1921,Alanson K. Westervelt,Republican,0,M,House,54,Greene
General Assembly 39 (1921–1923),(1921–1923),1921,Lee O. Wolfe,Republican,0,M,House,85,Kossuth
General Assembly 39 (1921–1923),(1921–1923),1921,Fred W. Year,Independent,0,M,House,98,Osceola
General Assembly 39 (1921–1923),(1921–1923),1921,Ray A. Yenter,Republican,0,M,House,41,Johnson
General Assembly 39 (1921–1923),(1921–1923),1921,Frank C. Young,Democrat,0,M,House,3,Davis
General Assembly 40 (1923–1925),(1923–1925),1923,John H. Aiken,Republican,0,M,House,59,Ida
General Assembly 40 (1923–1925),(1923–1925),1923,C. E. Anderson,Republican,0,M,House,62,Webster
General Assembly 40 (1923–1925),(1923–1925),1923,Joseph H. Anderson,Republican,0,M,House,95,Winnebago
General Assembly 40 (1923–1925),(1923–1925),1923,Henry S. Berry,Republican,0,M,House,17,Monroe
General Assembly 40 (1923–1925),(1923–1925),1923,William R. Blake,Republican,0,M,House,71,Fayette
General Assembly 40 (1923–1925),(1923–1925),1923,Theodore C. Blume,Democrat,0,M,House,56,Crawford
General Assembly 40 (1923–1925),(1923–1925),1923,John Bradley,Republican,0,M,House,39,Poweshiek
General Assembly 40 (1923–1925),(1923–1925),1923,Albert V. Brady,Republican,0,M,House,82,O’Brien
General Assembly 40 (1923–1925),(1923–1925),1923,David Brittain,Republican,0,M,House,28,Madison
General Assembly 40 (1923–1925),(1923–1925),1923,Charles R. Buffington,Republican,0,M,House,11,Mills
General Assembly 40 (1923–1925),(1923–1925),1923,Luther V. Carter,Republican,0,M,House,64,Hardin
General Assembly 40 (1923–1925),(1923–1925),1923,William C. Children,Republican,0,M,House,31,Pottawattamie
General Assembly 40 (1923–1925),(1923–1925),1923,Charles F. Clark,Republican,0,M,House,48,Linn
General Assembly 40 (1923–1925),(1923–1925),1923,William J. Colbert,Republican,0,M,House,14,Union
General Assembly 40 (1923–1925),(1923–1925),1923,E. J. Cole,Democrat,0,M,House,32,Harrison
General Assembly 40 (1923–1925),(1923–1925),1923,William S. Criswell,Republican,0,M,House,53,Boone
General Assembly 40 (1923–1925),(1923–1925),1923,H. C. Dewar,Republican,0,M,House,79,Cherokee
General Assembly 40 (1923–1925),(1923–1925),1923,Volney Diltz,Republican,0,M,House,37,Polk
General Assembly 40 (1923–1925),(1923–1925),1923,Henry N. Donhowe,Republican,0,M,House,52,Story
General Assembly 40 (1923–1925),(1923–1925),1923,William J. Dooley,Democrat,0,M,House,2,Van Buren
General Assembly 40 (1923–1925),(1923–1925),1923,Clyde H. Doolittle,Republican,0,M,House,68,Delaware
General Assembly 40 (1923–1925),(1923–1925),1923,Allen G. Dotts,Republican,0,M,House,5,Wayne
General Assembly 40 (1923–1925),(1923–1925),1923,George W. Edge,Republican,0,M,House,38,Jasper
General Assembly 40 (1923–1925),(1923–1925),1923,Willis C. Edson,Republican,0,M,House,78,Buena Vista
General Assembly 40 (1923–1925),(1923–1925),1923,Frank W. Elliott,Republican,0,M,House,43,Scott
General Assembly 40 (1923–1925),(1923–1925),1923,Samuel E. Fackler,Republican,0,M,House,13,Adams
General Assembly 40 (1923–1925),(1923–1925),1923,Linus B. Forsling,Republican,0,M,House,58,Woodbury
General Assembly 40 (1923–1925),(1923–1925),1923,Henry Frahm,Democrat,0,M,House,55,Carroll
General Assembly 40 (1923–1925),(1923–1925),1923,John P. Gallagher,Democrat,0,M,House,40,Iowa
General Assembly 40 (1923–1925),(1923–1925),1923,Jacob S. Garber,Republican,0,M,House,88,Floyd
General Assembly 40 (1923–1925),(1923–1925),1923,Ray O. Garber,Republican,0,M,House,29,Adair
General Assembly 40 (1923–1925),(1923–1925),1923,N. J. Gesman,Democrat,0,M,House,26,Marion
General Assembly 40 (1923–1925),(1923–1925),1923,D. Millard Gibson,Republican,0,M,House,15,Clarke
General Assembly 40 (1923–1925),(1923–1925),1923,Frederick B. Gilbert,Republican,0,M,House,51,Marshall
General Assembly 40 (1923–1925),(1923–1925),1923,Ole Gilbertson,Republican,0,M,House,91,Winneshiek
General Assembly 40 (1923–1925),(1923–1925),1923,William T. Gilmore,Republican,0,M,House,44,Cedar
General Assembly 40 (1923–1925),(1923–1925),1923,Samuel L. Graham,Republican,0,M,House,18,Wapello
General Assembly 40 (1923–1925),(1923–1925),1923,Edmund A. Grimwood,Republican,0,M,House,47,Jones
General Assembly 40 (1923–1925),(1923–1925),1923,John T. Hansen,Republican,0,M,House,43,Scott
General Assembly 40 (1923–1925),(1923–1925),1923,Ernest P. Harrison,Republican,0,M,House,31,Pottawattamie
General Assembly 40 (1923–1925),(1923–1925),1923,Henry C. Hattendorf,Republican,0,M,House,98,Osceola
General Assembly 40 (1923–1925),(1923–1925),1923,Amos O. Hauge,Republican,0,M,House,37,Polk
General Assembly 40 (1923–1925),(1923–1925),1923,Edwin P. Healy,Republican,0,M,House,86,Hancock
General Assembly 40 (1923–1925),(1923–1925),1923,George E. Held,Republican,0,M,House,80,Plymouth
General Assembly 40 (1923–1925),(1923–1925),1923,John G. Hempel,Republican,0,M,House,70,Clayton
General Assembly 40 (1923–1925),(1923–1925),1923,Martin L. Henderson,Republican,0,M,House,63,Hamilton
General Assembly 40 (1923–1925),(1923–1925),1923,Fred Himebauch,Republican,0,M,House,96,Emmet
General Assembly 40 (1923–1925),(1923–1925),1923,Charles A. Hollis,Republican,0,M,House,66,Black Hawk
General Assembly 40 (1923–1925),(1923–1925),1923,Charles W. Huff,Republican,0,M,House,30,Cass
General Assembly 40 (1923–1925),(1923–1925),1923,Francis Johnson,Republican,0,M,House,97,Dickinson
General Assembly 40 (1923–1925),(1923–1925),1923,James A. King,Republican,0,M,House,83,Clay
General Assembly 40 (1923–1925),(1923–1925),1923,Clarence A. Knutson,Republican,0,M,House,87,Cerro Gordo
General Assembly 40 (1923–1925),(1923–1925),1923,Frank C. Lake,Republican,0,M,House,58,Woodbury
General Assembly 40 (1923–1925),(1923–1925),1923,Arthur G. Leonard,Republican,0,M,House,8,Taylor
General Assembly 40 (1923–1925),(1923–1925),1923,C. F. Letts,Republican,0,M,House,23,Washington
General Assembly 40 (1923–1925),(1923–1925),1923,Elmer M. Lichty,Republican,0,M,House,66,Black Hawk
General Assembly 40 (1923–1925),(1923–1925),1923,Ernst Liebernecht,Republican,0,M,House,22,Louisa
General Assembly 40 (1923–1925),(1923–1925),1923,William L. Long,Republican,0,M,House,19,Jefferson
General Assembly 40 (1923–1925),(1923–1925),1923,Fred C. Lovrien,Republican,0,M,House,76,Humboldt
General Assembly 40 (1923–1925),(1923–1925),1923,Howard A. Mathews,Republican,0,M,House,21,Des Moines
General Assembly 40 (1923–1925),(1923–1925),1923,Emil C. Mathieson,Democrat,0,M,House,45,Clinton
General Assembly 40 (1923–1925),(1923–1925),1923,James C. McClune,Republican,0,M,House,25,Mahaska
General Assembly 40 (1923–1925),(1923–1925),1923,George E. Miller,Democrat,0,M,House,33,Shelby
General Assembly 40 (1923–1925),(1923–1925),1923,Tollef E. Moen,Republican,0,M,House,99,Lyon
General Assembly 40 (1923–1925),(1923–1925),1923,Thomas W. Napier,Republican,0,M,House,7,Ringgold
General Assembly 40 (1923–1925),(1923–1925),1923,Ole Natvig,Republican,0,M,House,92,Howard
General Assembly 40 (1923–1925),(1923–1925),1923,Aaron C. Noble,Republican,0,M,House,42,Muscatine
General Assembly 40 (1923–1925),(1923–1925),1923,Thomas J. O’Donnell,Democrat,0,M,House,69,Dubuque
General Assembly 40 (1923–1925),(1923–1925),1923,Cyrus G. Oliver,Republican,0,M,House,57,Monona
General Assembly 40 (1923–1925),(1923–1925),1923,John Olson,Republican,0,M,House,45,Clinton
General Assembly 40 (1923–1925),(1923–1925),1923,Ontje A. Ontjes,Republican,0,M,House,65,Grundy
General Assembly 40 (1923–1925),(1923–1925),1923,John Orr,Republican,0,M,House,24,Keokuk
General Assembly 40 (1923–1925),(1923–1925),1923,Thomas Parsons,Republican,0,M,House,61,Calhoun
General Assembly 40 (1923–1925),(1923–1925),1923,George W. Patterson,Republican,0,M,House,85,Kossuth
General Assembly 40 (1923–1925),(1923–1925),1923,Nels Peterson,Republican,0,M,House,20,Henry
General Assembly 40 (1923–1925),(1923–1925),1923,George W. Potts,Democrat,0,M,House,1,Lee
General Assembly 40 (1923–1925),(1923–1925),1923,Thomas E. Powers,Republican,0,M,House,9,Page
General Assembly 40 (1923–1925),(1923–1925),1923,Lewis T. Quirk,Republican,0,M,House,60,Sac
General Assembly 40 (1923–1925),(1923–1925),1923,John M. Ramsey,Republican,0,M,House,73,Butler
General Assembly 40 (1923–1925),(1923–1925),1923,John M. Rankin,Republican,0,M,House,1,Lee
General Assembly 40 (1923–1925),(1923–1925),1923,Arna G. Rassler,Republican,0,M,House,77,Pocahontas
General Assembly 40 (1923–1925),(1923–1925),1923,Fred Rewoldt,Democrat,0,M,House,72,Bremer
General Assembly 40 (1923–1925),(1923–1925),1923,Charles Rhinehart,Republican,0,M,House,36,Dallas
General Assembly 40 (1923–1925),(1923–1925),1923,Paul N. Robson,Republican,0,M,House,54,Greene
General Assembly 40 (1923–1925),(1923–1925),1923,Ralph L. Rumley,Republican,0,M,House,6,Decatur
General Assembly 40 (1923–1925),(1923–1925),1923,Heike A. Rust,Republican,0,M,House,74,Franklin
General Assembly 40 (1923–1925),(1923–1925),1923,Franklin C. Sampson,Republican,0,M,House,34,Audubon
General Assembly 40 (1923–1925),(1923–1925),1923,William E. G. Saunders,Independent,0,M,House,84,Palo Alto
General Assembly 40 (1923–1925),(1923–1925),1923,William F. Schirmer,Republican,0,M,House,46,Jackson
General Assembly 40 (1923–1925),(1923–1925),1923,Herman H. Schulte,Republican,0,M,House,94,Worth
General Assembly 40 (1923–1925),(1923–1925),1923,Charles H. Scott,Republican,0,M,House,4,Appanoose
General Assembly 40 (1923–1925),(1923–1925),1923,William C. Scott,Republican,0,M,House,10,Fremont
General Assembly 40 (1923–1925),(1923–1925),1923,George F. Slemmons,Republican,0,M,House,67,Buchanan
General Assembly 40 (1923–1925),(1923–1925),1923,Clinton D. Smith,Democrat,0,M,House,16,Lucas
General Assembly 40 (1923–1925),(1923–1925),1923,Ward B. Smith,Republican,0,M,House,89,Chickasaw
General Assembly 40 (1923–1925),(1923–1925),1923,Michael F. Springer,Democrat,0,M,House,6,Decatur
General Assembly 40 (1923–1925),(1923–1925),1923,Theodore B. Stock,Democrat,0,M,House,90,Allamakee
General Assembly 40 (1923–1925),(1923–1925),1923,Arthur Stookesberry,Democrat,0,M,House,3,Davis
General Assembly 40 (1923–1925),(1923–1925),1923,John A. Storey,Republican,0,M,House,27,Warren
General Assembly 40 (1923–1925),(1923–1925),1923,Werner Strippel,Republican,0,M,House,49,Benton
General Assembly 40 (1923–1925),(1923–1925),1923,Oscar Ulstad,Republican,0,M,House,75,Wright
General Assembly 40 (1923–1925),(1923–1925),1923,George L. Venard,Republican,0,M,House,81,Sioux
General Assembly 40 (1923–1925),(1923–1925),1923,Earl W. Vincent,Republican,0,M,House,35,Guthrie
General Assembly 40 (1923–1925),(1923–1925),1923,Brede Wamstad,Republican,0,M,House,93,Mitchell
General Assembly 40 (1923–1925),(1923–1925),1923,John H. Weber,Democrat,0,M,House,69,Dubuque
General Assembly 40 (1923–1925),(1923–1925),1923,Alfred Williams,Republican,0,M,House,12,Montgomery
General Assembly 40 (1923–1925),(1923–1925),1923,Willis W. Wilson,Republican,0,M,House,50,Tama
General Assembly 40 (1923–1925),(1923–1925),1923,Thomas L. Wolfe,Republican,0,M,House,48,Linn
General Assembly 40 (1923–1925),(1923–1925),1923,Ray A. Yenter,Republican,0,M,House,41,Johnson
General Assembly 41 (1925–1927),(1925–1927),1925,John H. Aiken,Republican,0,M,House,59,Ida
General Assembly 41 (1925–1927),(1925–1927),1925,C. E. Anderson,Republican,0,M,House,62,Webster
General Assembly 41 (1925–1927),(1925–1927),1925,Carl C. Anderson,Republican,0,M,House,12,Montgomery
General Assembly 41 (1925–1927),(1925–1927),1925,Oscar Anderson,Republican,0,M,House,6,Decatur
General Assembly 41 (1925–1927),(1925–1927),1925,John C. Bauer,Republican,0,M,House,23,Washington
General Assembly 41 (1925–1927),(1925–1927),1925,Henry S. Berry,Republican,0,M,House,17,Monroe
General Assembly 41 (1925–1927),(1925–1927),1925,William Bierkamp,Republican,0,M,House,44,Cedar
General Assembly 41 (1925–1927),(1925–1927),1925,John M. Bixler,Republican,0,M,House,13,Adams
General Assembly 41 (1925–1927),(1925–1927),1925,Aaron V. Blackford,Republican,0,M,House,2,Van Buren
General Assembly 41 (1925–1927),(1925–1927),1925,William R. Blake,Republican,0,M,House,71,Fayette
General Assembly 41 (1925–1927),(1925–1927),1925,Frederick R. Blythe,Republican,0,M,House,40,Iowa
General Assembly 41 (1925–1927),(1925–1927),1925,David Brittain,Republican,0,M,House,28,Madison
General Assembly 41 (1925–1927),(1925–1927),1925,Luther V. Carter,Republican,0,M,House,64,Hardin
General Assembly 41 (1925–1927),(1925–1927),1925,George W. Christophel,Republican,0,M,House,72,Bremer
General Assembly 41 (1925–1927),(1925–1927),1925,Robert S. Clark,Republican,0,M,House,96,Emmet
General Assembly 41 (1925–1927),(1925–1927),1925,Chester G. Cole,Republican,0,M,House,68,Delaware
General Assembly 41 (1925–1927),(1925–1927),1925,Coy Craig,Republican,0,M,House,27,Warren
General Assembly 41 (1925–1927),(1925–1927),1925,H. C. Dewar,Republican,0,M,House,79,Cherokee
General Assembly 41 (1925–1927),(1925–1927),1925,Volney Diltz,Republican,0,M,House,37,Polk
General Assembly 41 (1925–1927),(1925–1927),1925,Raymond B. Eckles,Republican,0,M,House,73,Butler
General Assembly 41 (1925–1927),(1925–1927),1925,John Eden,Republican,0,M,House,45,Clinton
General Assembly 41 (1925–1927),(1925–1927),1925,George W. Edge,Republican,0,M,House,38,Jasper
General Assembly 41 (1925–1927),(1925–1927),1925,Willis C. Edson,Republican,0,M,House,78,Buena Vista
General Assembly 41 (1925–1927),(1925–1927),1925,Elmore A. Elliott,Republican,0,M,House,37,Polk
General Assembly 41 (1925–1927),(1925–1927),1925,James D. Fleming,Republican,0,M,House,56,Crawford
General Assembly 41 (1925–1927),(1925–1927),1925,Linus B. Forsling,Republican,0,M,House,58,Woodbury
General Assembly 41 (1925–1927),(1925–1927),1925,Matthew H. Francis,Republican,0,M,House,53,Boone
General Assembly 41 (1925–1927),(1925–1927),1925,Ole Gilbertson,Republican,0,M,House,91,Winneshiek
General Assembly 41 (1925–1927),(1925–1927),1925,Samuel L. Graham,Republican,0,M,House,18,Wapello
General Assembly 41 (1925–1927),(1925–1927),1925,Edmund A. Grimwood,Republican,0,M,House,47,Jones
General Assembly 41 (1925–1927),(1925–1927),1925,Ira A. Gripp,Republican,0,M,House,14,Union
General Assembly 41 (1925–1927),(1925–1927),1925,John H. Hager,Republican,0,M,House,90,Allamakee
General Assembly 41 (1925–1927),(1925–1927),1925,Roy Haney,Republican,0,M,House,11,Mills
General Assembly 41 (1925–1927),(1925–1927),1925,John T. Hansen,Republican,0,M,House,43,Scott
General Assembly 41 (1925–1927),(1925–1927),1925,Frank M. Hanson,Republican,0,M,House,86,Hancock
General Assembly 41 (1925–1927),(1925–1927),1925,Henry N. Hanson,Republican,0,M,House,95,Winnebago
General Assembly 41 (1925–1927),(1925–1927),1925,Ernest P. Harrison,Republican,0,M,House,31,Pottawattamie
General Assembly 41 (1925–1927),(1925–1927),1925,F. M. Harrison,Republican,0,M,House,15,Clarke
General Assembly 41 (1925–1927),(1925–1927),1925,Henry C. Hattendorf,Republican,0,M,House,98,Osceola
General Assembly 41 (1925–1927),(1925–1927),1925,George E. Held,Republican,0,M,House,80,Plymouth
General Assembly 41 (1925–1927),(1925–1927),1925,John G. Hempel,Republican,0,M,House,70,Clayton
General Assembly 41 (1925–1927),(1925–1927),1925,Royal J. Higgins,Republican,0,M,House,54,Greene
General Assembly 41 (1925–1927),(1925–1927),1925,Lafe Hill,Republican,0,M,House,88,Floyd
General Assembly 41 (1925–1927),(1925–1927),1925,Charles A. Hollis,Republican,0,M,House,66,Black Hawk
General Assembly 41 (1925–1927),(1925–1927),1925,Wilber F. Hubbard,Republican,0,M,House,31,Pottawattamie
General Assembly 41 (1925–1927),(1925–1927),1925,Charles W. Huff,Republican,0,M,House,30,Cass
General Assembly 41 (1925–1927),(1925–1927),1925,Francis Johnson,Republican,0,M,House,97,Dickinson
General Assembly 41 (1925–1927),(1925–1927),1925,Joseph H. Johnson,Republican,0,M,House,26,Marion
General Assembly 41 (1925–1927),(1925–1927),1925,William S. Kennedy,Republican,0,M,House,1,Lee
General Assembly 41 (1925–1927),(1925–1927),1925,John W. Kent,Republican,0,M,House,16,Lucas
General Assembly 41 (1925–1927),(1925–1927),1925,James A. King,Republican,0,M,House,83,Clay
General Assembly 41 (1925–1927),(1925–1927),1925,Irving H. Knudson,Republican,0,M,House,63,Hamilton
General Assembly 41 (1925–1927),(1925–1927),1925,Clarence A. Knutson,Republican,0,M,House,87,Cerro Gordo
